member_number,productId,items,order_date,orderId
4783,50,1,2015-10-22,14187
3709,4,2,2015-10-26,10090
4289,4,1,2015-10-08,12274
1559,114,2,2015-10-03,2032
2900,136,2,2015-04-11,7077
1905,19,2,2015-02-21,3367
3527,75,3,2015-09-29,9398
1495,15,2,2015-01-09,1820
3558,32,1,2015-04-03,9516
3128,15,1,2015-04-20,7934
1863,60,2,2015-08-04,3194
3841,2,2,2015-07-19,10594
3903,5,1,2015-10-06,10822
2658,18,2,2015-10-16,6175
4272,40,3,2015-06-06,12213
1120,159,2,2015-09-26,441
2676,74,3,2015-08-15,6242
1697,75,3,2015-05-21,2551
2507,38,3,2015-08-25,5594
4620,4,2,2015-03-11,13531
3365,2,3,2015-02-01,8804
2978,54,3,2015-06-05,7370
2910,36,2,2015-07-28,7117
1061,22,3,2015-09-05,225
3276,19,2,2015-04-03,8473
1326,29,1,2015-06-19,1178
3023,50,3,2015-07-28,7531
2185,25,2,2015-10-11,4418
3552,1,1,2015-06-16,9497
1967,20,3,2015-01-20,3609
4708,11,3,2015-03-20,13898
2874,66,2,2015-02-15,7002
4177,40,1,2015-04-13,11824
1663,11,2,2015-02-07,2446
2632,22,3,2015-03-02,6085
1377,37,3,2015-03-14,1366
4162,18,3,2015-12-22,11770
2270,28,3,2015-07-01,4728
4829,3,1,2015-11-03,14367
3811,38,1,2015-04-14,10483
4766,50,2,2015-09-29,14123
2436,4,2,2015-04-12,5345
3860,50,2,2015-05-05,10669
4875,20,3,2015-05-12,14542
1587,18,2,2015-07-01,2143
4038,80,1,2015-07-08,11301
4750,11,2,2015-09-21,14068
1199,34,2,2015-12-10,728
1603,74,1,2015-09-30,2200
3111,5,1,2015-01-31,7866
3894,60,3,2015-12-13,10785
1456,75,1,2015-09-18,1658
2022,35,1,2015-03-04,3809
2505,41,2,2015-11-30,5587
4851,3,1,2015-12-20,14448
4293,17,3,2015-08-04,12295
2775,2,2,2015-11-06,6626
3693,8,3,2015-02-18,10037
1202,22,1,2015-07-22,737
3699,8,3,2015-08-23,10060
4152,2,3,2015-04-15,11728
4155,37,1,2015-01-26,11746
4010,18,1,2015-12-29,11204
4389,71,2,2015-10-20,12682
3746,44,2,2015-08-17,10230
2560,4,2,2015-05-17,5810
1503,57,1,2015-07-25,1848
2555,18,3,2015-12-23,5796
3645,7,3,2015-12-12,9847
3886,7,2,2015-09-11,10759
2932,39,2,2015-03-20,7196
1711,21,1,2015-06-18,2597
4291,38,3,2015-12-08,12282
1143,2,2,2015-04-25,523
4564,2,1,2015-07-08,13327
3337,7,2,2015-05-14,8698
4931,11,1,2015-05-04,14715
2623,5,3,2015-10-10,6051
4581,38,1,2015-04-03,13391
2635,1,2,2015-06-11,6097
1095,23,2,2015-10-30,339
2990,5,3,2015-05-23,7413
2426,60,3,2015-06-05,5300
4555,18,2,2015-11-07,13294
3635,18,2,2015-09-04,9813
3058,11,2,2015-05-18,7667
4391,38,3,2015-03-26,12691
1306,5,2,2015-06-23,1113
1024,1,3,2015-08-10,94
1295,41,2,2015-07-23,1076
1661,76,1,2015-06-01,2441
4591,5,1,2015-05-15,13424
3169,64,2,2015-06-14,8084
3915,4,1,2015-05-21,10873
1127,71,3,2015-01-14,462
4828,51,1,2015-08-08,14365
3683,22,1,2015-06-10,9996
1971,17,3,2015-09-18,3628
3014,17,1,2015-11-11,7502
3779,1,1,2015-09-15,10366
2489,5,2,2015-05-04,5538
3564,66,3,2015-06-27,9545
4092,1,3,2015-09-30,11485
3221,21,2,2015-01-13,8278
1279,19,2,2015-09-06,1010
2581,7,1,2015-08-22,5890
2295,24,1,2015-02-25,4832
4760,2,1,2015-02-22,14099
3649,50,2,2015-01-16,9860
1075,17,3,2015-11-19,271
3987,22,1,2015-08-19,11142
4106,4,2,2015-08-25,11543
4338,4,3,2015-06-24,12497
4166,5,2,2015-11-06,11792
1211,15,1,2015-03-10,766
3954,95,2,2015-01-21,11009
3928,29,2,2015-07-18,10925
3827,70,2,2015-09-30,10538
4699,5,2,2015-02-08,13870
4747,1,3,2015-06-08,14054
3028,8,1,2015-06-09,7552
2851,45,3,2015-03-16,6912
4417,91,2,2015-02-25,12783
3822,114,2,2015-03-07,10527
2288,71,1,2015-05-31,4796
2184,70,1,2015-06-30,4412
4554,22,3,2015-08-27,13289
3361,24,3,2015-03-05,8786
2999,25,1,2015-04-17,7447
2614,5,3,2015-06-25,6018
4064,21,2,2015-06-05,11374
3567,18,2,2015-10-04,9551
2587,1,1,2015-05-07,5913
3783,60,3,2015-06-17,10385
1923,2,2,2015-02-14,3439
4835,75,1,2015-02-19,14390
1514,46,3,2015-08-24,1894
3154,3,2,2015-06-22,8032
1313,74,3,2015-12-25,1140
2794,2,3,2015-07-18,6697
2359,14,3,2015-04-09,5066
2238,28,1,2015-03-09,4613
3795,18,2,2015-01-17,10430
3724,19,1,2015-11-26,10141
1152,5,2,2015-03-05,559
4559,59,2,2015-03-16,13308
3922,14,1,2015-02-27,10903
1709,22,1,2015-04-22,2587
2219,49,2,2015-04-17,4538
2206,5,2,2015-10-17,4492
1752,60,2,2015-04-06,2756
3942,5,3,2015-11-10,10974
3296,108,2,2015-08-17,8548
2257,2,1,2015-02-05,4685
4313,71,1,2015-07-28,12386
2001,134,1,2015-08-21,3730
2449,14,2,2015-07-08,5408
4914,8,2,2015-04-12,14660
2764,45,3,2015-07-24,6589
4187,23,3,2015-05-09,11865
1392,60,1,2015-04-20,1430
3427,4,3,2015-04-28,9004
1411,53,3,2015-02-20,1493
3390,26,1,2015-11-14,8877
4787,75,2,2015-08-01,14202
3310,18,3,2015-01-17,8607
1782,5,2,2015-10-10,2880
3375,52,1,2015-04-26,8830
2760,42,1,2015-01-07,6566
4249,26,3,2015-09-13,12116
2904,1,1,2015-06-06,7090
4090,60,1,2015-02-26,11475
3060,2,1,2015-07-05,7675
3768,1,3,2015-10-07,10328
1232,50,3,2015-01-21,839
1360,1,3,2015-10-23,1306
1107,28,1,2015-10-01,384
2865,38,2,2015-11-04,6963
2958,21,1,2015-06-14,7302
2448,5,3,2015-07-12,5401
1222,66,2,2015-09-24,804
2943,151,2,2015-06-20,7238
2270,96,3,2015-08-11,4729
3812,19,2,2015-07-21,10490
1482,101,2,2015-11-22,1763
4720,4,3,2015-02-22,13949
1344,17,2,2015-09-04,1253
2397,71,2,2015-10-04,5204
4182,4,3,2015-05-12,11846
4487,160,2,2015-07-10,13032
3467,19,2,2015-12-24,9147
2443,38,2,2015-11-15,5380
2749,66,2,2015-01-27,6522
4389,2,3,2015-04-13,12680
1674,49,1,2015-12-04,2473
4262,5,1,2015-10-16,12171
2082,4,2,2015-04-07,4050
4494,5,3,2015-01-06,13056
2460,40,3,2015-09-28,5443
4509,16,2,2015-11-29,13122
2267,73,1,2015-07-03,4720
4891,45,2,2015-09-05,14596
3962,116,3,2015-09-20,11050
4964,18,3,2015-07-18,14852
2914,17,1,2015-11-30,7131
2808,25,3,2015-05-05,6761
1085,7,3,2015-08-15,301
3808,36,3,2015-08-18,10472
4149,4,1,2015-01-07,11719
2331,61,3,2015-06-05,4953
4475,28,2,2015-04-03,12995
2761,5,1,2015-04-25,6576
2620,2,2,2015-12-14,6043
3206,1,2,2015-10-13,8224
1226,24,1,2015-04-13,818
1395,4,2,2015-03-07,1439
2465,3,1,2015-06-07,5457
3572,53,2,2015-07-09,9570
4387,40,1,2015-05-08,12670
1555,63,3,2015-03-27,2026
1181,22,3,2015-11-16,665
2814,22,2,2015-05-11,6786
2794,111,3,2015-09-16,6699
2912,38,1,2015-01-28,7125
4667,4,2,2015-01-12,13720
2235,29,3,2015-10-25,4603
2353,38,3,2015-05-02,5041
3449,38,2,2015-03-08,9070
1058,4,3,2015-11-10,218
1027,21,3,2015-05-17,106
3302,2,2,2015-05-22,8569
2229,22,3,2015-05-30,4570
2188,80,3,2015-08-15,4430
1547,38,3,2015-04-18,1998
1649,26,3,2015-06-30,2380
3254,20,2,2015-09-10,8398
2818,22,1,2015-11-07,6805
2703,136,1,2015-05-08,6347
3332,91,3,2015-01-31,8686
2473,4,3,2015-07-01,5487
2810,3,1,2015-12-30,6769
1033,38,3,2015-04-22,124
4222,117,1,2015-05-27,12013
3679,6,2,2015-09-21,9976
2212,51,2,2015-08-27,4514
1507,95,2,2015-06-22,1863
2870,2,2,2015-01-21,6984
3429,142,2,2015-04-26,9011
4148,38,2,2015-04-09,11716
2970,57,1,2015-12-30,7342
2013,5,3,2015-08-30,3770
3967,18,1,2015-05-30,11072
2885,21,2,2015-05-15,7041
3935,26,3,2015-07-02,10947
3283,38,3,2015-05-01,8496
3268,119,2,2015-11-06,8456
3677,1,2,2015-04-30,9967
3495,59,2,2015-06-27,9264
1410,61,2,2015-10-04,1490
2440,2,2,2015-06-06,5364
4088,3,2,2015-01-13,11467
2469,75,3,2015-09-23,5474
4229,38,2,2015-03-06,12044
2728,22,2,2015-08-02,6440
4694,19,3,2015-01-25,13842
2836,26,1,2015-12-29,6857
1311,26,2,2015-02-12,1132
1760,19,3,2015-01-23,2788
3656,95,3,2015-03-02,9881
3720,83,1,2015-05-28,10130
2996,136,2,2015-09-26,7438
1949,38,2,2015-07-22,3552
4498,2,2,2015-02-11,13071
2447,11,3,2015-12-28,5398
1952,25,2,2015-03-23,3561
4099,28,2,2015-01-27,11510
1804,26,2,2015-03-12,2974
1510,58,2,2015-05-16,1878
2879,14,1,2015-04-18,7017
4899,10,1,2015-03-12,14624
4326,22,1,2015-09-29,12447
1670,7,2,2015-05-17,2463
1117,2,2,2015-05-24,428
1346,1,3,2015-04-03,1258
1178,14,3,2015-11-15,658
1649,56,3,2015-06-25,2379
4651,7,2,2015-06-21,13651
4243,39,1,2015-04-02,12097
4429,5,1,2015-07-21,12816
4645,2,1,2015-07-25,13624
4019,70,2,2015-07-24,11242
4459,38,1,2015-04-26,12935
3006,23,3,2015-12-27,7469
1834,71,3,2015-09-17,3088
3236,54,1,2015-07-04,8328
1765,8,3,2015-03-11,2808
3855,7,1,2015-03-09,10650
4392,2,1,2015-11-28,12696
3330,100,3,2015-07-26,8682
1723,76,3,2015-09-02,2635
4110,23,3,2015-03-30,11563
2600,36,3,2015-01-28,5963
2946,3,1,2015-10-07,7251
2426,1,3,2015-09-08,5302
4170,36,3,2015-05-03,11806
1109,75,2,2015-04-06,393
3429,45,3,2015-01-04,9009
2055,10,3,2015-02-04,3938
2480,38,1,2015-09-20,5514
2441,17,1,2015-05-30,5370
1054,7,2,2015-10-04,205
4818,25,3,2015-01-11,14315
3379,17,3,2015-01-21,8838
3939,154,3,2015-02-10,10963
1367,8,3,2015-08-05,1339
1043,5,3,2015-01-10,158
2231,38,3,2015-10-17,4581
3235,58,2,2015-12-28,8324
4554,7,3,2015-07-16,13288
3245,56,3,2015-01-24,8348
2996,64,3,2015-05-19,7437
2507,17,2,2015-01-05,5593
4186,2,3,2015-10-25,11860
3929,22,2,2015-04-28,10928
3760,64,1,2015-11-22,10287
4928,89,3,2015-08-18,14705
4217,18,2,2015-12-18,11994
1174,128,1,2015-02-11,642
4103,32,2,2015-06-19,11526
4408,83,2,2015-03-13,12749
2588,18,1,2015-12-28,5916
2598,111,3,2015-11-11,5956
1518,23,3,2015-12-11,1909
2702,17,2,2015-04-08,6343
1001,38,1,2015-01-20,7
2270,38,3,2015-09-30,4730
2838,17,2,2015-11-10,6865
1683,30,1,2015-05-26,2503
4040,2,2,2015-04-03,11310
3897,78,1,2015-08-23,10797
2200,40,3,2015-03-11,4470
4073,51,3,2015-01-29,11406
3700,2,2,2015-04-19,10062
3973,45,3,2015-06-10,11093
2715,25,3,2015-07-06,6396
3967,2,1,2015-11-23,11073
4002,2,3,2015-09-03,11179
2962,1,1,2015-03-01,7320
4340,138,1,2015-12-25,12509
2092,22,2,2015-11-06,4090
3143,22,1,2015-05-24,7997
2209,4,3,2015-10-03,4502
2816,40,1,2015-08-22,6798
2659,5,1,2015-06-01,6178
1588,108,2,2015-10-13,2146
1144,22,3,2015-10-15,530
2166,4,3,2015-12-10,4350
3300,22,3,2015-10-06,8565
3944,60,1,2015-01-03,10976
4979,5,3,2015-04-24,14898
2630,56,3,2015-01-21,6076
4240,10,1,2015-04-29,12083
2357,50,2,2015-07-08,5058
1743,51,2,2015-04-18,2721
2331,18,1,2015-02-15,4952
1643,5,2,2015-04-28,2356
1291,12,2,2015-03-20,1062
3675,57,2,2015-07-04,9962
4134,2,3,2015-11-06,11665
1363,2,2,2015-06-21,1320
4212,1,3,2015-05-01,11966
1500,23,2,2015-03-21,1840
2622,101,3,2015-10-01,6048
3543,12,1,2015-03-18,9454
2525,8,1,2015-05-24,5681
1264,1,2,2015-10-12,951
3601,27,3,2015-07-06,9702
1771,19,1,2015-03-23,2833
4694,7,1,2015-02-06,13843
1122,7,1,2015-12-21,445
3507,32,1,2015-08-12,9314
4524,24,2,2015-04-26,13171
3612,4,3,2015-09-27,9737
3262,44,1,2015-06-11,8426
1897,22,2,2015-01-25,3339
1656,76,1,2015-10-30,2418
3953,26,1,2015-01-10,11007
1488,40,1,2015-06-21,1787
1652,7,1,2015-03-17,2395
4953,7,2,2015-09-16,14813
3445,1,3,2015-04-30,9063
3180,35,2,2015-03-15,8121
4934,4,2,2015-09-06,14733
2980,16,2,2015-04-27,7379
2763,5,1,2015-02-13,6584
4819,57,3,2015-03-04,14319
3169,83,1,2015-07-02,8085
1850,40,2,2015-03-11,3149
4285,5,1,2015-12-29,12260
4366,103,3,2015-08-13,12596
2253,5,3,2015-06-16,4668
3398,7,1,2015-03-11,8902
2215,75,2,2015-07-22,4524
3737,26,1,2015-03-03,10193
2649,22,2,2015-11-28,6144
3203,82,3,2015-08-07,8208
4261,1,1,2015-02-16,12164
2435,66,3,2015-07-17,5340
2046,23,2,2015-08-21,3903
4267,11,2,2015-02-11,12187
1086,7,1,2015-12-28,306
1992,8,1,2015-01-04,3686
3622,154,1,2015-07-26,9779
4700,2,3,2015-06-27,13878
2272,2,2,2015-05-16,4746
1663,18,2,2015-05-19,2447
2519,95,3,2015-06-03,5654
2639,4,1,2015-10-30,6106
1466,22,1,2015-04-19,1697
4122,64,3,2015-10-23,11612
3598,64,2,2015-04-15,9688
3097,20,2,2015-08-10,7814
1873,19,2,2015-09-19,3237
1537,18,2,2015-02-01,1970
3960,22,3,2015-03-25,11038
1136,7,2,2015-06-15,497
2453,50,3,2015-12-21,5423
1746,3,1,2015-02-15,2728
3572,5,3,2015-06-09,9569
3246,22,2,2015-06-24,8359
3207,38,1,2015-11-26,8228
1042,51,3,2015-02-12,153
1176,1,3,2015-03-30,652
3054,19,3,2015-02-23,7656
4486,5,1,2015-12-02,13026
1580,2,3,2015-12-05,2115
1623,14,2,2015-11-02,2291
4169,17,1,2015-11-24,11803
2254,23,1,2015-01-24,4674
4095,11,3,2015-11-01,11493
1264,24,2,2015-11-17,952
3375,7,1,2015-01-06,8829
3242,2,3,2015-05-23,8343
2227,37,2,2015-06-07,4561
3847,127,3,2015-12-03,10620
3897,22,3,2015-05-31,10796
1799,2,1,2015-09-27,2959
2920,59,1,2015-04-26,7153
3713,7,3,2015-01-31,10102
4230,40,1,2015-11-05,12049
1455,15,1,2015-03-18,1653
3687,56,2,2015-03-18,10014
3869,37,2,2015-08-01,10704
2988,18,3,2015-10-14,7403
4242,20,3,2015-03-30,12091
4118,4,3,2015-12-24,11593
4996,50,3,2015-10-24,14949
4489,75,2,2015-03-04,13038
1199,19,1,2015-11-09,726
4108,65,2,2015-05-12,11550
3484,65,3,2015-06-05,9216
1239,1,3,2015-08-31,875
4839,71,2,2015-12-19,14409
4748,12,2,2015-05-07,14059
4426,2,3,2015-06-06,12807
3571,8,1,2015-12-11,9568
2852,74,3,2015-06-08,6914
3638,40,2,2015-05-26,9821
3635,5,3,2015-03-10,9810
2723,1,3,2015-05-07,6425
3495,22,1,2015-03-11,9262
2813,18,3,2015-11-16,6782
2799,12,3,2015-09-02,6723
4723,24,3,2015-05-22,13965
3313,1,2,2015-04-08,8619
4748,38,2,2015-12-15,14060
2991,22,1,2015-02-16,7421
1483,19,3,2015-04-01,1768
3950,1,2,2015-10-01,10999
1634,18,1,2015-01-16,2329
2694,3,3,2015-11-21,6312
2707,24,1,2015-10-18,6368
2813,140,1,2015-07-16,6780
2276,23,1,2015-01-11,4764
4726,63,1,2015-02-06,13973
4353,21,1,2015-05-25,12548
4017,23,1,2015-08-13,11227
1422,45,1,2015-08-21,1536
2714,14,3,2015-03-15,6390
2769,25,3,2015-07-21,6605
4166,123,1,2015-04-30,11790
3614,1,3,2015-03-02,9745
4361,10,1,2015-09-05,12575
1922,4,3,2015-09-22,3434
4728,5,2,2015-09-06,13983
3646,59,1,2015-08-08,9851
1155,88,2,2015-08-10,572
2119,13,1,2015-06-11,4174
1602,8,1,2015-08-29,2195
1074,125,2,2015-06-24,266
2256,45,2,2015-04-11,4682
1348,8,2,2015-09-17,1265
3806,23,1,2015-08-28,10465
1711,38,2,2015-06-06,2596
3959,47,2,2015-04-12,11032
1590,2,3,2015-08-15,2151
1962,7,3,2015-06-08,3592
1766,25,2,2015-01-21,2810
2551,8,2,2015-10-21,5778
2294,5,2,2015-09-23,4830
4531,71,2,2015-05-29,13208
2957,50,3,2015-04-12,7295
4415,27,1,2015-01-27,12774
1476,71,2,2015-08-26,1735
3978,8,2,2015-07-23,11110
2062,71,3,2015-09-22,3966
3252,20,2,2015-06-28,8392
3922,40,2,2015-06-24,10905
1491,4,3,2015-10-17,1799
3526,56,2,2015-08-26,9395
4060,25,2,2015-12-11,11366
1067,23,3,2015-04-08,246
2840,104,1,2015-01-27,6870
4484,23,2,2015-11-27,13016
2353,17,2,2015-02-07,5040
3130,17,1,2015-02-18,7942
4273,38,3,2015-06-14,12217
4565,25,1,2015-12-30,13329
2504,1,2,2015-08-14,5583
4127,47,1,2015-10-23,11632
2690,2,3,2015-04-01,6291
4129,66,2,2015-09-22,11639
4511,23,3,2015-06-29,13132
1602,2,3,2015-08-04,2194
4369,18,1,2015-02-01,12608
1302,22,1,2015-09-29,1100
3326,10,3,2015-04-30,8665
2066,108,3,2015-05-21,3985
3483,10,2,2015-01-15,9206
2840,45,3,2015-02-12,6871
1807,70,3,2015-05-18,2982
2067,57,1,2015-08-12,3989
3783,72,3,2015-02-17,10383
2884,114,3,2015-01-04,7035
2908,28,1,2015-03-15,7108
1330,41,2,2015-07-10,1198
2293,10,1,2015-05-08,4819
3718,2,1,2015-05-20,10119
4338,60,3,2015-01-25,12495
3486,7,3,2015-11-08,9227
3635,32,2,2015-09-04,9813
2857,1,3,2015-02-18,6935
3684,2,2,2015-08-13,10004
3120,4,2,2015-10-20,7910
3872,2,2,2015-03-19,10715
2777,2,2,2015-04-07,6630
2702,74,3,2015-05-27,6344
4796,8,1,2015-06-29,14234
1564,46,1,2015-10-23,2049
2740,45,3,2015-07-02,6483
1833,1,3,2015-04-13,3084
1757,4,2,2015-12-23,2779
2975,60,3,2015-10-24,7361
4032,19,1,2015-08-10,11280
3979,29,3,2015-09-16,11112
3772,18,3,2015-03-09,10337
4523,11,2,2015-10-28,13168
4004,7,2,2015-04-19,11184
2936,69,2,2015-06-08,7208
2394,44,2,2015-06-21,5192
4616,103,1,2015-08-16,13518
2362,50,3,2015-07-08,5079
3593,26,3,2015-11-03,9669
4389,154,2,2015-08-27,12681
3206,117,1,2015-08-11,8223
4601,80,1,2015-01-04,13467
4382,21,3,2015-11-13,12655
2718,10,2,2015-06-08,6411
4691,56,3,2015-10-12,13827
3735,5,3,2015-11-28,10182
3900,19,1,2015-12-20,10811
4959,75,1,2015-06-30,14837
1815,19,3,2015-08-30,3013
2454,57,2,2015-04-08,5428
4778,21,2,2015-01-15,14154
2289,1,3,2015-11-04,4803
1734,17,3,2015-07-13,2682
4019,57,2,2015-02-05,11240
4605,11,2,2015-05-28,13477
4864,38,2,2015-11-14,14504
4205,37,3,2015-02-22,11940
1862,4,1,2015-08-03,3189
1846,73,2,2015-07-19,3132
2019,115,2,2015-05-28,3798
2042,23,2,2015-11-19,3885
1768,62,3,2015-05-26,2822
3847,65,1,2015-03-26,10619
3557,118,1,2015-07-20,9514
3975,1,2,2015-02-27,11100
4198,18,3,2015-03-18,11917
2580,18,1,2015-09-04,5884
3474,33,3,2015-08-25,9176
1678,25,1,2015-11-14,2486
4254,29,2,2015-08-14,12131
4704,11,3,2015-08-21,13886
3343,15,2,2015-05-10,8717
3812,26,1,2015-06-24,10489
3093,18,1,2015-03-13,7796
2170,29,2,2015-06-18,4365
4867,8,1,2015-10-29,14516
3899,1,2,2015-03-23,10804
2941,4,2,2015-10-03,7231
1958,61,2,2015-07-03,3575
2760,1,1,2015-08-08,6570
4413,49,3,2015-08-03,12766
1737,7,2,2015-05-15,2694
4202,57,3,2015-02-18,11932
1065,1,1,2015-11-13,241
3819,12,1,2015-06-28,10518
2854,65,3,2015-02-08,6920
4387,5,2,2015-09-16,12672
4530,12,1,2015-04-12,13203
4191,74,2,2015-11-03,11886
3102,4,2,2015-12-04,7836
1946,2,3,2015-01-25,3536
2156,2,1,2015-05-15,4308
1444,4,3,2015-12-16,1618
1699,3,1,2015-05-14,2558
4954,40,3,2015-05-04,14816
2207,60,1,2015-04-08,4496
4826,1,1,2015-01-28,14354
2374,1,1,2015-06-08,5119
1604,70,2,2015-08-18,2202
4437,95,2,2015-11-29,12856
2319,18,3,2015-05-10,4913
3018,22,3,2015-06-27,7515
1195,128,1,2015-09-28,711
1768,22,1,2015-09-04,2823
3017,1,2,2015-09-28,7512
3384,75,2,2015-11-29,8857
1918,57,2,2015-01-30,3414
2524,7,3,2015-10-17,5676
2798,50,2,2015-06-17,6715
2096,38,3,2015-01-25,4102
1489,2,2,2015-03-13,1792
1431,69,2,2015-07-20,1573
2747,11,1,2015-07-05,6518
3054,72,3,2015-03-22,7657
2691,1,2,2015-10-09,6299
1752,16,1,2015-04-19,2757
3027,32,3,2015-09-15,7546
4452,23,3,2015-06-17,12904
4129,134,2,2015-08-13,11638
3523,4,3,2015-11-09,9383
2128,118,1,2015-02-11,4198
4867,2,1,2015-02-03,14515
4762,23,3,2015-10-30,14110
1632,2,1,2015-05-29,2322
4018,18,3,2015-11-17,11236
1722,2,1,2015-07-13,2631
1438,2,3,2015-10-19,1595
3958,20,3,2015-10-27,11027
3292,23,3,2015-09-13,8531
2861,1,1,2015-02-23,6948
1757,80,3,2015-02-24,2777
1509,63,3,2015-12-30,1873
2364,83,2,2015-05-11,5086
3084,25,2,2015-10-26,7766
1850,38,3,2015-02-17,3148
1949,1,2,2015-03-17,3550
4740,64,3,2015-10-02,14016
1072,25,2,2015-10-23,258
4196,4,1,2015-07-09,11908
4814,2,1,2015-09-13,14306
1514,2,3,2015-02-28,1892
4584,18,3,2015-10-25,13401
2751,20,1,2015-02-03,6531
4155,23,1,2015-09-24,11747
4670,2,2,2015-10-11,13735
4566,24,3,2015-07-27,13334
2371,95,1,2015-08-30,5112
3442,3,1,2015-11-14,9055
3090,22,3,2015-09-27,7791
1457,16,2,2015-01-09,1665
4952,2,2,2015-04-08,14808
3165,1,2,2015-01-11,8066
2608,4,2,2015-09-19,5996
2040,35,1,2015-10-07,3872
1327,45,3,2015-08-09,1187
3363,37,3,2015-01-07,8792
1731,1,1,2015-09-09,2668
2760,4,1,2015-08-02,6569
3120,83,1,2015-01-14,7906
1332,2,3,2015-04-30,1207
4530,69,3,2015-09-12,13204
3145,7,3,2015-02-23,8004
1099,23,2,2015-08-13,356
3188,4,1,2015-12-06,8158
3748,25,1,2015-10-13,10237
4655,2,1,2015-03-31,13663
1827,2,3,2015-05-01,3061
2485,23,1,2015-02-17,5527
4683,1,1,2015-01-15,13791
4358,46,2,2015-11-06,12565
1931,4,3,2015-10-09,3475
2490,3,1,2015-12-18,5542
4842,18,3,2015-12-08,14422
4616,21,3,2015-01-01,13516
2810,7,3,2015-09-22,6768
2785,23,2,2015-10-18,6664
3591,44,3,2015-07-20,9653
3896,51,3,2015-09-10,10792
3842,17,3,2015-07-01,10597
2648,22,1,2015-07-10,6139
4688,51,2,2015-10-02,13817
3511,17,1,2015-08-26,9334
3084,2,2,2015-09-04,7765
3810,4,2,2015-05-07,10478
4348,49,3,2015-02-26,12531
3584,68,3,2015-03-10,9623
2620,23,1,2015-06-11,6042
2716,8,2,2015-01-18,6401
3797,4,3,2015-08-10,10435
2976,7,3,2015-06-02,7363
2762,2,3,2015-11-07,6579
3752,22,3,2015-04-25,10251
1659,2,1,2015-11-30,2433
4109,74,1,2015-02-08,11556
1542,2,3,2015-08-07,1985
2068,2,3,2015-06-07,3994
4509,2,3,2015-06-14,13119
4646,21,3,2015-06-14,13631
2122,1,3,2015-04-07,4188
2730,144,2,2015-06-15,6451
1800,5,2,2015-07-31,2963
1456,2,2,2015-09-18,1658
1138,22,2,2015-09-02,504
4104,4,3,2015-06-12,11532
4985,62,2,2015-02-28,14911
3181,10,2,2015-12-13,8131
3178,4,1,2015-10-21,8112
1688,22,2,2015-11-10,2520
1488,45,2,2015-11-28,1788
4975,18,3,2015-05-08,14889
4697,2,2,2015-01-09,13861
4742,57,2,2015-01-11,14024
2640,4,3,2015-04-22,6108
2548,7,2,2015-12-25,5761
2825,22,3,2015-12-29,6820
2592,66,2,2015-07-04,5934
3622,50,1,2015-12-28,9781
4852,3,1,2015-08-21,14456
1839,37,2,2015-09-03,3108
2413,4,1,2015-04-04,5261
2982,38,3,2015-06-14,7387
1981,53,2,2015-10-31,3654
4440,12,3,2015-09-21,12864
3497,23,1,2015-11-24,9274
3668,22,3,2015-12-18,9936
4460,32,1,2015-05-28,12938
1335,27,1,2015-01-16,1218
4303,83,1,2015-12-07,12349
3508,7,3,2015-02-28,9321
1959,4,1,2015-03-19,3578
3856,119,2,2015-03-06,10657
3141,2,1,2015-07-29,7988
4640,3,2,2015-09-25,13603
4851,37,2,2015-05-25,14447
3306,19,2,2015-09-22,8583
2193,60,2,2015-04-08,4447
1156,4,3,2015-09-13,574
4596,2,2,2015-04-08,13448
1245,5,1,2015-10-08,898
1515,4,2,2015-07-05,1896
2564,56,1,2015-07-14,5829
4527,1,3,2015-10-18,13196
2487,4,2,2015-07-09,5533
3420,22,1,2015-02-27,8981
4442,74,3,2015-11-28,12876
3164,23,3,2015-04-30,8063
3601,57,1,2015-04-01,9701
3176,2,2,2015-05-25,8106
2568,1,3,2015-07-22,5839
1856,1,1,2015-10-26,3172
3859,93,2,2015-09-30,10667
1668,84,3,2015-08-21,2461
4499,4,1,2015-08-23,13078
1753,62,3,2015-08-21,2764
3829,1,3,2015-06-25,10544
4825,22,1,2015-01-08,14345
3694,4,3,2015-11-10,10042
4147,50,1,2015-01-02,11709
2196,88,2,2015-10-09,4464
2229,5,1,2015-05-22,4569
4724,21,2,2015-09-03,13967
3066,4,3,2015-10-11,7697
1120,4,1,2015-06-08,438
4769,57,1,2015-08-22,14128
4711,114,1,2015-09-17,13912
2391,21,1,2015-06-22,5178
1216,66,2,2015-03-04,782
3154,40,2,2015-05-14,8031
3911,51,3,2015-07-30,10854
3111,2,3,2015-10-15,7867
1385,75,3,2015-11-26,1407
1158,7,3,2015-03-21,578
2733,18,1,2015-07-22,6461
4999,37,2,2015-12-26,14959
2882,4,2,2015-06-12,7028
2590,52,2,2015-06-25,5926
4249,17,2,2015-08-04,12115
3012,66,3,2015-05-03,7491
1533,4,1,2015-11-07,1957
1667,66,2,2015-01-12,2457
4323,8,1,2015-05-13,12433
2087,7,1,2015-02-22,4071
1853,58,1,2015-05-31,3161
2157,57,1,2015-10-29,4313
1136,8,2,2015-10-29,498
2049,2,2,2015-10-07,3918
3122,10,2,2015-05-02,7919
2245,2,3,2015-05-15,4645
4746,29,2,2015-10-18,14049
4224,1,3,2015-02-24,12026
4219,4,3,2015-03-19,12001
