member_number,Recency,Frequency,Monetary
3041,136.0,5,123.49
3042,90.71428571428571,7,123.1
3043,359.0,1,41.4
3044,90.14285714285714,7,120.62
3045,175.0,4,143.16
3046,111.66666666666667,6,163.8
3047,250.5,2,28.3
3048,97.66666666666667,6,234.0
3049,228.0,2,82.9
3050,67.33333333333333,9,222.7
3051,146.0,4,105.6
3052,215.0,2,22.05
3053,127.33333333333333,3,82.2
3054,101.71428571428571,7,123.6
3055,134.0,1,59.4
3056,319.5,2,33.4
3057,350.5,2,35.1
3058,219.33333333333334,3,72.4
3059,166.25,4,86.54
3060,172.33333333333334,3,45.41
3061,80.75,4,42.35
3062,134.75,4,98.82
3063,138.0,5,78.21
3064,282.0,2,16.4
3065,225.0,3,46.95
3066,77.66666666666667,6,72.0
3067,134.2,5,118.08
3068,194.66666666666666,3,54.1
3069,317.5,2,30.8
3071,155.25,4,143.85
3072,112.0,5,144.65
3073,271.0,2,30.0
3074,211.0,2,40.14
3075,229.66666666666666,3,40.2
3076,338.0,2,45.7
3077,106.33333333333333,6,148.01
3078,189.0,2,27.3
3079,156.5,4,85.1
3080,683.0,1,7.85
3081,134.4,5,128.04
3082,58.8,10,156.17
3083,160.25,4,92.97
3084,101.0,7,84.5
3085,171.5,2,36.2
3086,156.25,4,61.74
3087,225.66666666666666,3,18.4
3088,219.66666666666666,3,62.8
3089,134.8,5,94.5
3090,78.44444444444444,9,145.23
3092,161.33333333333334,3,39.0
3093,292.0,1,7.32
3094,69.0,8,105.46
3095,100.16666666666667,6,114.0
3096,63.333333333333336,3,48.3
3097,142.0,1,12.4
3098,290.0,2,11.4
3099,137.6,5,97.6
3100,124.6,5,95.1
3101,115.16666666666667,6,144.1
3102,155.5,4,139.22
3103,336.0,2,13.8
3104,117.83333333333333,6,92.15
3105,627.0,1,14.2
3106,239.66666666666666,3,75.54
3107,103.85714285714286,7,101.7
3108,645.0,1,13.85
3109,161.25,4,92.41
3110,290.0,2,58.4
3111,113.16666666666667,6,113.7
3112,150.25,4,48.2
3113,144.6,5,114.1
3115,99.85714285714286,7,185.54
3116,131.6,5,141.4
3117,180.0,4,95.5
3118,139.33333333333334,3,41.0
3119,117.83333333333333,6,196.81
3120,72.7,10,243.5
3122,80.0,9,117.42
3123,155.75,4,65.1
3124,265.0,1,5.7
3125,337.5,2,45.81
3126,393.0,1,8.5
3127,168.25,4,74.8
3128,63.5,4,129.8
3129,212.33333333333334,3,69.65
3130,232.33333333333334,3,17.5
3131,349.0,2,33.2
3132,118.0,4,75.4
3133,159.5,4,107.8
3134,206.0,1,9.4
3135,185.66666666666666,3,34.22
3136,611.0,1,7.9
3137,84.375,8,123.5
3138,146.25,4,89.9
3139,100.85714285714286,7,113.66
3140,107.33333333333333,6,100.13
3141,103.57142857142857,7,117.4
3142,137.2,5,42.8
3143,171.5,2,37.9
3144,143.25,4,132.54
3145,125.5,4,61.41
3146,345.5,2,21.8
3147,156.5,2,30.76
3148,154.0,4,153.16
3149,704.0,1,79.5
3150,213.0,3,38.59
3151,165.66666666666666,3,45.45
3152,36.0,1,31.5
3153,104.16666666666667,6,96.2
3154,78.2,5,84.12
3155,464.0,1,20.0
3156,242.33333333333334,3,51.0
3157,204.66666666666666,3,59.52
3158,171.0,4,80.4
3159,207.0,3,45.44
3160,143.0,5,118.26
3161,111.75,4,83.7
3162,207.0,1,2.6
3163,208.0,2,12.1
3164,114.0,6,203.76
3165,120.4,5,177.11
3166,101.0,6,131.8
3167,110.0,3,85.7
3168,130.2,5,67.01
3169,99.5,2,43.2
3170,213.66666666666666,3,137.4
3171,439.0,1,81.8
3172,215.33333333333334,3,31.0
3173,158.0,1,14.6
3174,207.5,2,11.8
3175,101.66666666666667,6,146.2
3176,94.83333333333333,6,100.1
3177,236.5,2,28.6
3178,139.4,5,47.1
3179,284.0,1,10.5
3180,67.4,10,251.47
3181,102.33333333333333,6,131.7
3182,135.8,5,162.9
3183,154.0,3,66.11
3184,99.71428571428571,7,85.2
3185,169.25,4,89.9
3186,123.0,5,132.81
3188,200.33333333333334,3,30.59
3189,98.57142857142857,7,117.04
3190,156.5,4,107.46
3191,598.0,2,44.09
3193,155.25,4,90.61
3194,116.0,6,145.82
3195,111.33333333333333,3,46.7
3196,119.5,2,30.44
3197,669.0,1,19.8
3198,118.0,2,51.0
3199,6.0,1,33.9
3200,119.75,4,116.9
3201,106.66666666666667,6,212.42
3202,86.0,3,56.41
3203,133.2,5,111.2
3204,116.0,5,113.63
3205,115.0,5,92.6
3206,90.16666666666667,6,115.92
3207,153.75,4,147.21
3208,93.2,5,73.0
3209,131.0,5,49.4
3210,229.66666666666666,3,75.9
3211,189.5,2,33.0
3212,315.0,2,45.9
3213,200.66666666666666,3,70.79
3214,87.5,4,104.81
3215,168.0,4,96.65
3216,211.5,2,12.0
3217,168.33333333333334,3,43.6
3218,361.5,2,36.1
3219,236.0,3,60.55
3220,145.4,5,60.7
3221,79.22222222222223,9,227.2
3222,178.25,4,68.22
3223,511.0,1,75.6
3224,142.0,4,112.76
3225,79.0,7,211.71
3226,168.0,4,104.2
3227,133.8,5,78.66
3228,338.0,1,97.81
3229,136.33333333333334,3,100.8
3230,350.0,1,19.6
3231,324.0,2,26.01
3232,78.14285714285714,7,128.45
3233,430.0,1,39.5
3234,136.0,1,17.11
3235,144.66666666666666,3,50.6
3236,155.5,4,79.2
3237,128.25,4,76.5
3238,346.0,2,24.0
3239,33.0,1,5.9
3240,212.5,2,11.4
3241,240.33333333333334,3,77.6
3242,173.0,3,33.1
3243,727.0,1,8.9
3244,185.66666666666666,3,27.9
3245,68.0,5,271.8
3246,89.375,8,221.4
3247,94.42857142857143,7,165.9
3248,69.2,10,205.45
3249,318.5,2,52.35
3250,218.5,2,42.1
3251,78.85714285714286,7,248.12
3252,119.0,5,60.0
3253,276.0,2,51.9
3254,167.0,4,73.92
3255,117.66666666666667,6,71.11
3256,111.5,4,65.3
3257,242.0,2,57.25
3258,104.83333333333333,6,130.35
3259,174.25,4,49.92
3260,121.66666666666667,3,80.2
3262,155.75,4,96.41
3263,207.33333333333334,3,47.3
3264,134.2,5,49.35
3265,269.5,2,55.5
3266,76.0,7,143.55
3267,160.75,4,50.2
3268,100.85714285714286,7,132.27
3269,269.5,2,26.1
3270,229.0,1,6.9
3271,224.33333333333334,3,72.2
3272,310.5,2,16.65
3273,231.33333333333334,3,81.4
3275,130.33333333333334,3,109.0
3276,127.25,4,151.8
3277,163.0,3,68.6
3278,328.5,2,38.2
3279,221.0,3,55.69
3280,190.33333333333334,3,77.8
3281,206.66666666666666,3,103.7
3282,119.4,5,86.83
3283,160.0,4,46.4
3284,103.57142857142857,7,130.2
3285,217.5,2,69.31
3286,249.5,2,21.6
3287,154.0,4,150.45
3288,206.33333333333334,3,25.4
3289,70.5,10,334.17
3290,215.0,1,10.9
3291,357.5,2,39.91
3292,169.66666666666666,3,136.2
3293,236.66666666666666,3,25.3
3294,112.0,6,127.05
3295,221.33333333333334,3,85.63
3296,60.6,5,119.5
3297,129.6,5,124.71
3298,173.25,4,122.7
3299,180.0,4,166.1
3300,134.5,4,117.95
3301,249.0,1,7.1
3302,220.0,3,47.7
3303,239.66666666666666,3,44.4
3304,136.66666666666666,3,80.3
3305,221.33333333333334,3,37.34
3306,99.0,7,90.8
3307,162.25,4,48.5
3308,70.0,9,163.94
3309,99.85714285714286,7,71.67
3310,119.25,4,56.55
3311,176.66666666666666,3,84.66
3312,145.5,4,95.05
3313,223.0,3,29.41
3314,504.0,1,21.6
3315,141.6,5,90.5
3316,158.66666666666666,3,62.16
3317,187.33333333333334,3,33.71
3318,176.0,2,43.8
3319,151.0,2,34.0
3320,236.0,3,73.4
3321,131.8,5,91.8
3322,86.0,6,149.8
3323,172.5,4,96.36
3324,120.4,5,64.5
3325,125.6,5,132.62
3326,331.5,2,31.5
3327,88.66666666666667,6,78.53
3328,64.75,4,120.12
3329,114.8,5,112.6
3330,249.0,2,54.01
3331,112.5,2,43.24
3332,232.5,2,33.55
3333,298.5,2,11.6
3334,180.0,4,91.0
3335,481.0,1,37.5
3336,279.0,1,22.2
3337,99.6,5,141.86
3338,145.75,4,69.1
3339,87.0,3,74.0
3341,225.0,2,43.52
3342,131.0,4,104.5
3343,137.4,5,94.44
3344,143.0,5,45.2
3345,91.0,1,5.2
3346,168.66666666666666,3,169.7
3347,143.8,5,135.8
3348,118.5,6,108.65
3349,237.0,3,97.81
3350,354.0,2,11.9
3351,282.5,2,45.2
3352,66.66666666666667,3,38.2
3353,117.5,6,113.35
3354,99.16666666666667,6,127.6
3355,36.5,2,103.8
3356,112.83333333333333,6,117.3
3357,196.66666666666666,3,81.7
3358,95.4,5,165.9
3359,285.5,2,41.82
3360,209.0,3,123.4
3361,79.44444444444444,9,240.5
3362,578.0,1,4.6
3363,85.16666666666667,6,84.5
3364,120.6,5,110.4
3365,73.16666666666667,6,86.75
3366,290.5,2,28.1
3367,671.0,1,32.8
3368,165.33333333333334,3,76.65
3369,141.0,5,161.84
3370,100.25,4,112.1
3372,673.0,1,23.8
3373,300.0,2,8.8
3374,259.5,2,64.2
3375,145.66666666666666,3,81.5
3376,722.0,1,10.3
3377,488.0,1,14.4
3378,177.25,4,52.2
3379,192.5,2,61.3
3380,112.5,6,174.3
3381,213.0,2,45.5
3382,212.66666666666666,3,59.76
3383,228.66666666666666,3,23.1
3384,132.4,5,71.35
3385,151.25,4,78.33
3386,163.0,4,27.4
3387,200.0,3,52.12
3389,109.6,5,148.4
3390,79.0,5,108.04
3391,9.0,1,28.0
3393,112.16666666666667,6,151.15
3394,134.33333333333334,3,64.66
3395,326.5,2,17.9
3396,142.0,5,116.8
3397,149.66666666666666,3,48.9
3398,181.25,4,154.31
3399,146.0,4,69.26
3400,227.66666666666666,3,72.2
3401,217.66666666666666,3,53.4
3402,80.11111111111111,9,181.52
3403,236.0,3,35.92
3404,140.5,2,27.94
3405,124.25,4,188.1
3406,75.66666666666667,3,51.2
3407,121.25,4,75.51
3408,316.0,2,16.7
3409,148.5,4,102.2
3410,101.28571428571429,7,142.24
3411,151.75,4,52.3
3412,338.0,1,7.8
3413,103.0,5,50.1
3414,159.25,4,135.0
3415,284.0,2,59.0
3416,126.8,5,203.81
3417,242.0,2,34.3
3418,199.0,2,12.4
3419,52.666666666666664,3,81.56
3420,165.66666666666666,3,60.7
3421,164.25,4,102.75
3422,521.0,1,9.8
3423,163.75,4,44.2
3424,200.33333333333334,3,61.54
3425,241.33333333333334,3,32.31
3426,151.75,4,50.8
3427,149.5,4,136.7
3428,221.66666666666666,3,71.0
3429,110.0,6,171.52
3430,179.25,4,86.81
3431,517.0,1,6.6
3432,154.0,2,24.5
3433,75.0,3,94.9
3434,203.0,1,23.52
3435,141.4,5,114.6
3436,278.0,1,11.4
3437,103.33333333333333,6,167.22
3438,96.0,6,147.35
3439,128.4,5,74.9
3440,9.0,1,63.9
3441,309.5,2,38.3
3442,133.6,5,176.3
3443,115.0,4,86.91
3444,361.0,2,117.06
3445,106.0,3,46.71
3447,175.25,4,78.0
3448,460.0,1,28.2
3449,99.0,3,32.0
3450,90.85714285714286,7,131.57
3451,180.25,4,27.0
3452,169.25,4,60.0
3453,241.0,2,12.1
3454,13.0,1,11.8
3455,110.66666666666667,3,45.7
3456,139.6,5,81.5
3457,326.5,2,64.43
3458,122.0,5,43.9
3459,139.25,4,68.41
3460,79.75,4,123.51
3461,295.0,2,34.3
3462,77.11111111111111,9,191.49
3463,58.75,4,61.75
3464,331.5,2,40.2
3465,78.0,9,223.34
3466,289.0,2,20.7
3467,105.33333333333333,6,177.76
3468,177.0,4,82.21
3469,138.8,5,137.0
3470,134.33333333333334,3,102.14
3471,87.5,4,90.9
3472,109.0,3,148.8
3473,171.66666666666666,3,53.72
3474,101.42857142857143,7,167.4
3475,121.25,4,33.7
3476,115.5,6,117.68
3477,531.0,1,35.91
3478,272.0,1,5.8
3479,149.75,4,81.2
3480,124.2,5,68.8
3481,144.75,4,138.4
3482,238.66666666666666,3,15.8
3483,72.83333333333333,6,177.67
3484,54.4,10,207.33
3485,196.0,3,63.81
3486,140.4,5,74.4
3487,120.0,6,45.5
3488,184.33333333333334,3,116.65
3489,143.6,5,135.61
3490,174.0,1,4.4
3491,79.85714285714286,7,113.8
3493,172.25,4,51.1
3494,213.0,3,28.45
3495,85.0,8,217.85
3496,161.0,4,50.9
3497,39.8,5,131.0
3498,165.75,4,137.5
3499,79.375,8,196.03
3500,81.0,5,128.96
3501,282.5,2,16.6
3502,136.8,5,45.52
3503,31.0,1,4.1
3504,56.0,4,127.08
3505,108.66666666666667,6,143.2
3507,97.85714285714286,7,144.41
3508,94.28571428571429,7,144.61
3509,121.0,4,156.61
3510,362.0,1,7.3
3511,87.0,7,147.94
3512,355.0,2,45.7
3513,107.5,2,52.5
3514,262.5,2,40.0
3515,125.2,5,59.8
3516,237.0,3,64.7
3517,90.75,8,158.74
3518,115.33333333333333,6,146.35
3519,112.0,3,76.2
3520,149.25,4,64.67
3521,154.0,4,32.9
3522,323.5,2,134.21
3523,90.57142857142857,7,119.15
3524,128.6,5,89.55
3525,269.5,2,54.71
3526,118.2,5,138.63
3527,160.66666666666666,3,92.62
3528,159.66666666666666,3,51.55
3529,100.85714285714286,7,98.35
3530,235.0,3,85.14
3531,130.4,5,223.5
3532,166.66666666666666,3,42.3
3533,495.0,1,39.3
3534,240.33333333333334,3,64.3
3535,136.4,5,221.5
3536,635.0,1,20.1
3537,107.33333333333333,6,104.4
3538,232.33333333333334,3,21.3
3539,119.33333333333333,6,124.0
3540,225.0,3,22.4
3541,338.5,2,44.9
3542,98.5,2,28.9
3543,78.83333333333333,6,244.35
3544,131.6,5,82.1
3545,99.0,4,150.4
3546,159.0,3,46.21
3547,28.0,3,157.7
3548,93.85714285714286,7,98.42
3549,82.0,8,121.61
3550,207.33333333333334,3,30.6
3551,147.33333333333334,3,60.71
3552,140.4,5,113.16
3553,191.66666666666666,3,37.05
3554,178.5,4,54.7
3555,442.0,1,21.2
3556,159.25,4,89.66
3557,150.75,4,131.63
3558,104.0,4,148.0
3559,106.2,5,84.92
3560,92.71428571428571,7,155.6
3561,157.75,4,37.9
3562,118.75,5,204.76
3563,138.0,4,47.3
3564,225.0,3,40.3
3565,624.0,1,31.54
3566,356.5,2,18.6
3567,158.0,2,63.51
3568,126.0,4,22.85
3569,194.0,3,27.8
3570,143.25,4,74.7
3571,115.83333333333333,6,140.21
3572,102.0,2,100.4
3573,122.75,4,112.4
3574,113.0,6,83.91
3575,121.2,5,70.96
3576,594.0,1,10.0
3577,230.33333333333334,3,53.3
3578,238.0,2,36.96
3579,112.5,5,174.6
3580,326.5,2,17.2
3581,81.28571428571429,7,176.22
3582,105.16666666666667,6,146.62
3583,99.71428571428571,7,106.2
3584,82.85714285714286,7,183.1
3585,149.5,2,50.4
3586,143.0,3,89.2
3587,136.0,5,73.62
3588,155.5,4,110.7
3589,111.0,6,80.01
3590,106.83333333333333,6,86.55
3591,77.66666666666667,3,98.65
3592,124.4,5,83.86
3593,65.9,10,268.81
3594,210.0,2,56.81
3595,103.28571428571429,7,100.1
3596,141.6,5,86.5
3597,63.333333333333336,3,120.3
3598,328.5,2,18.5
3599,74.4,5,84.85
3600,105.16666666666667,6,119.92
3601,82.5,4,50.5
3602,224.5,2,24.5
3603,132.0,4,152.05
3604,85.0,6,119.01
3605,269.0,1,14.5
3606,414.0,1,18.9
3607,676.0,1,11.2
3608,176.25,4,158.66
3609,119.2,5,81.3
3610,326.0,2,10.6
3611,232.5,2,49.15
3612,113.66666666666667,6,65.44
3613,176.0,4,125.25
3614,144.6,5,88.11
3615,154.5,4,68.9
3616,189.0,3,60.9
3617,124.6,5,133.9
3618,263.0,2,48.1
3619,131.0,5,83.41
3620,148.0,4,116.01
3621,103.57142857142857,7,149.45
3622,91.6,5,48.4
3623,164.0,2,69.6
3624,597.0,1,14.4
3625,439.0,1,3.4
3626,333.5,2,19.8
3627,542.0,1,83.3
3628,516.0,1,36.16
3629,101.16666666666667,6,170.51
3630,260.5,2,46.8
3631,474.0,1,6.8
3632,283.5,2,25.0
3633,113.0,5,184.44
3634,14.0,2,16.6
3635,53.142857142857146,7,228.33
3636,169.0,3,28.9
3637,57.666666666666664,3,115.3
3638,109.0,2,35.0
3639,181.0,4,85.41
3640,112.66666666666667,3,69.65
3641,232.33333333333334,3,32.3
3642,208.0,3,161.46
3643,132.8,5,96.59
3644,226.0,3,73.0
3645,144.5,4,73.5
3646,149.25,4,90.4
3647,297.0,2,72.2
3648,211.0,1,46.0
3649,102.42857142857143,7,177.2
3650,186.0,2,66.9
3651,92.66666666666667,6,213.56
3652,205.0,2,15.7
3653,119.75,4,112.8
3654,280.5,2,19.8
3655,299.5,2,124.6
3656,236.33333333333334,3,110.16
3657,72.5,8,253.55
3658,300.5,2,77.9
3659,156.5,4,35.96
3660,147.5,4,77.2
3661,166.5,4,91.74
3662,170.5,4,51.0
3663,90.875,8,158.5
3664,228.33333333333334,3,67.9
3665,205.0,2,73.96
3666,125.4,5,62.6
3667,156.0,4,53.6
3668,112.5,6,87.8
3669,138.25,4,108.48
3670,150.75,4,137.55
3671,207.66666666666666,3,75.86
3672,186.33333333333334,3,92.2
3673,150.0,4,76.95
3674,153.25,4,50.34
3675,138.4,5,109.5
3676,284.5,2,50.49
3677,50.6,5,137.16
3678,235.33333333333334,3,71.2
3679,97.33333333333333,6,132.39
3680,177.0,4,86.12
3681,182.0,4,85.1
3682,78.66666666666667,6,158.98
3683,90.2,5,123.12
3684,120.66666666666667,6,161.3
3685,176.0,3,128.98
3686,166.75,4,90.4
3687,91.0,5,136.09
3688,229.66666666666666,3,143.66
3689,172.25,4,120.1
3690,125.0,2,62.4
3691,134.8,5,227.37
3692,144.0,5,149.1
3693,190.66666666666666,3,96.5
3694,103.2,5,50.1
3695,177.25,4,33.4
3696,317.0,2,55.1
3697,178.25,4,57.93
3698,133.8,5,67.45
3699,167.66666666666666,3,119.8
3700,255.0,1,8.4
3701,123.0,4,147.69
3703,152.25,4,83.5
3704,103.0,5,82.1
3705,167.5,4,62.8
3706,408.0,1,15.3
3707,192.5,2,27.75
3708,177.0,3,25.2
3709,119.4,5,191.84
3710,157.33333333333334,3,31.3
3711,294.5,2,26.85
3712,181.33333333333334,3,38.82
3713,176.75,4,93.61
3714,341.5,2,7.65
3715,211.66666666666666,3,18.7
3716,149.0,4,70.41
3717,175.5,4,70.11
3718,106.66666666666667,6,140.4
3719,75.5,6,113.1
3720,216.0,3,33.9
3721,135.6,5,104.03
3722,226.0,3,28.2
3723,291.0,1,3.9
3724,181.0,3,76.8
3725,331.0,2,33.9
3726,241.5,2,49.5
3727,121.4,5,143.81
3728,93.5,6,102.35
3729,185.5,2,49.94
3730,173.75,4,71.25
3731,145.0,4,60.22
3732,101.57142857142857,7,209.02
3733,293.0,2,12.0
3734,189.5,2,21.0
3735,133.75,4,80.7
3736,170.5,4,72.1
3737,66.0,11,229.58
3738,91.0,4,35.2
3739,239.0,3,25.6
3740,590.0,1,65.2
3741,85.25,4,139.1
3742,230.0,2,60.86
3743,120.5,6,132.51
3744,140.66666666666666,3,89.3
3745,107.5,6,96.44
3746,145.2,5,112.91
3747,210.0,2,32.6
3748,170.5,4,87.7
3749,152.5,4,134.99
3750,152.0,3,56.1
3751,239.33333333333334,3,99.5
3752,66.66666666666667,6,222.36
3753,240.0,2,36.5
3754,181.0,2,61.3
3755,135.33333333333334,3,43.9
3756,84.4,5,80.7
3757,90.28571428571429,7,88.56
3758,121.16666666666667,6,105.0
3759,131.75,4,48.02
3760,132.6,5,64.76
3761,85.75,8,245.11
3762,109.4,5,71.4
3763,138.8,5,189.91
3764,117.83333333333333,6,70.8
3765,212.66666666666666,3,88.41
3766,226.0,3,160.13
3767,174.75,4,43.5
3768,103.28571428571429,7,239.92
3769,175.25,4,125.15
3770,351.0,1,55.4
3771,374.0,1,7.3
3772,129.5,4,58.72
3773,217.66666666666666,3,87.6
3774,88.0,4,144.7
3775,132.8,5,86.0
3776,112.83333333333333,6,214.9
3777,672.0,1,7.9
3778,122.4,5,89.9
3779,102.0,6,161.05
3780,674.0,1,3.7
3781,180.66666666666666,3,55.31
3782,102.0,7,135.35
3783,89.71428571428571,7,148.0
3784,222.0,3,63.5
3785,171.25,4,115.2
3786,127.4,5,119.9
3787,222.66666666666666,3,53.95
3788,317.0,1,25.81
3789,179.0,4,97.92
3790,102.5,6,104.1
3791,170.5,2,31.2
3792,518.0,1,35.1
3793,72.875,8,107.42
3794,90.0,4,122.41
3795,231.33333333333334,3,44.3
3796,207.0,1,9.0
3797,121.33333333333333,6,94.81
3798,341.5,2,67.36
3799,195.66666666666666,3,91.8
3800,178.0,3,35.8
3801,164.0,3,45.4
3802,285.0,2,64.4
3803,93.5,6,142.06
3804,152.75,4,116.33
3805,242.33333333333334,3,31.1
3806,145.0,2,86.62
3807,334.0,2,49.5
3808,135.8,5,76.0
3809,149.5,4,139.9
3810,263.5,2,53.4
3811,92.42857142857143,7,79.6
3812,79.375,8,150.65
3813,185.0,2,54.1
3814,241.33333333333334,3,121.64
3815,174.75,4,52.6
3816,160.5,4,57.7
3817,131.6,5,112.0
3818,131.8,5,120.21
3819,131.0,2,138.8
3820,299.5,2,32.51
3821,168.0,4,171.11
3822,96.4,5,221.47
3823,385.0,1,7.9
3824,321.0,1,5.4
3825,702.0,1,29.14
3826,612.0,1,27.24
3827,111.66666666666667,6,169.74
3828,168.5,4,49.4
3829,62.666666666666664,3,140.62
3830,77.88888888888889,9,214.05
3831,167.25,4,75.56
3832,143.4,5,170.97
3834,324.5,2,17.76
3835,99.28571428571429,7,120.06
3836,282.0,2,24.7
3837,197.0,2,63.6
3838,170.66666666666666,3,59.1
3839,185.66666666666666,3,75.0
3840,143.6,5,57.22
3841,86.5,6,136.38
3842,166.75,4,96.6
3843,120.0,4,131.81
3844,81.14285714285714,7,136.6
3845,102.0,1,17.4
3846,107.4,5,99.97
3847,131.2,5,158.1
3848,145.0,5,87.12
3849,144.6,5,89.01
3850,180.5,4,81.5
3851,150.75,4,59.9
3852,184.0,3,30.1
3853,179.0,1,75.71
3854,184.0,3,39.22
3855,89.75,8,193.5
3856,115.0,6,154.6
3857,127.2,5,87.4
3858,278.0,1,4.0
3859,74.5,2,58.3
3860,225.0,2,51.27
3861,228.66666666666666,3,57.85
3862,109.33333333333333,6,168.55
3863,110.0,6,122.92
3864,92.0,7,110.5
3866,123.8,5,75.7
3867,174.66666666666666,3,78.88
3868,171.0,2,82.35
3869,195.0,3,62.4
3870,156.0,2,28.2
3871,167.0,3,34.11
3872,63.5,10,301.33
3874,529.0,1,7.8
3876,164.0,3,33.5
3877,115.33333333333333,6,187.4
3878,124.0,5,133.01
3879,102.71428571428571,7,220.47
3881,123.8,5,139.55
3882,106.0,5,94.85
3883,332.5,2,19.5
3884,222.0,2,69.8
3885,130.5,2,32.4
3886,91.0,3,50.0
3887,462.0,1,18.44
3888,220.0,2,38.42
3889,201.5,2,13.8
3890,177.25,4,31.1
3891,94.6,5,119.49
3892,316.0,2,46.0
3893,144.2,5,56.34
3894,172.0,4,92.9
3895,227.0,3,63.45
3896,159.25,4,55.6
3897,84.2,5,52.5
3898,123.0,4,156.01
3899,140.4,5,80.21
3900,141.2,5,122.65
3901,342.0,2,34.7
3902,186.33333333333334,3,80.4
3903,113.0,6,125.4
3904,154.0,3,137.0
3905,100.57142857142857,7,74.59
3906,213.0,2,21.6
3907,200.0,3,90.1
3908,306.0,2,32.3
3909,84.0,6,180.87
3910,170.25,4,125.14
3911,107.66666666666667,6,122.04
3912,139.0,3,60.6
3913,157.0,4,90.42
3914,137.66666666666666,3,33.82
3915,62.5,10,192.64
3916,195.66666666666666,3,49.51
3917,136.8,5,102.14
3918,108.33333333333333,6,232.92
3919,172.5,4,99.2
3920,179.5,4,170.9
3921,174.0,4,60.4
3922,116.0,5,201.75
3923,183.33333333333334,3,48.74
3924,239.0,3,85.4
3925,261.0,2,63.72
3926,114.66666666666667,6,159.42
3927,153.33333333333334,3,61.51
3928,170.0,3,72.12
3929,179.75,4,37.74
3930,289.0,2,76.01
3931,111.2,5,118.11
3932,602.0,1,12.1
3933,268.0,2,19.62
3934,160.75,4,63.36
3935,209.0,3,86.21
3936,275.5,2,57.15
3937,90.8,5,101.11
3938,88.0,7,189.62
3939,230.5,2,48.89
3940,174.0,2,48.2
3941,415.0,1,52.34
3942,91.0,8,134.61
3943,636.0,1,12.3
3944,361.0,1,9.4
3945,234.66666666666666,3,31.4
3946,124.0,5,201.7
3947,138.0,5,119.0
3948,135.6,5,147.02
3949,273.0,1,2.1
3950,141.4,5,200.01
3952,159.0,4,62.16
3953,149.0,4,66.3
3954,171.5,2,126.5
3955,62.0,2,35.4
3956,121.33333333333333,6,154.44
3957,75.57142857142857,7,248.11
3958,100.33333333333333,3,21.6
3959,98.0,6,162.5
3960,100.85714285714286,7,211.9
3961,138.75,4,61.9
3962,82.0,5,119.66
3963,115.4,5,134.25
3964,349.5,2,32.7
3965,162.5,4,45.16
3966,144.4,5,45.52
3967,100.85714285714286,7,119.99
3968,210.0,2,16.4
3969,240.5,2,51.8
3970,423.0,1,17.2
3971,173.5,5,171.04
3972,106.0,6,95.0
3973,115.83333333333333,6,205.9
3974,164.0,3,35.7
3975,305.0,2,55.81
3976,109.5,6,99.89
3977,348.5,2,42.4
3978,240.0,2,65.9
3979,336.0,2,51.0
3980,192.66666666666666,3,48.3
3981,44.5,2,13.7
3982,97.85714285714286,7,82.79
3983,81.5,2,191.1
3984,242.0,2,63.4
3985,111.2,5,69.6
3986,95.6,5,69.61
3987,121.5,4,61.05
3989,204.33333333333334,3,48.1
3990,593.0,1,3.7
3991,545.0,1,20.16
3992,313.5,2,31.75
3993,315.0,1,13.9
3994,393.0,1,15.7
3995,187.0,1,13.0
3996,193.0,3,93.41
3997,100.75,4,106.9
3998,120.16666666666667,6,110.8
3999,65.4,5,75.2
4001,189.0,3,41.71
4002,119.33333333333333,6,151.55
4003,102.75,4,69.04
4004,127.5,2,76.81
4005,596.0,1,24.5
4006,100.0,4,132.81
4007,112.75,4,87.5
4008,110.5,4,92.63
4009,169.75,4,57.6
4010,253.0,2,19.4
4011,489.0,1,11.0
4012,138.33333333333334,3,100.6
4013,131.75,4,70.38
4014,174.25,4,38.66
4015,97.28571428571429,7,108.04
4016,262.5,2,60.4
4017,122.25,4,47.3
4018,96.71428571428571,7,152.1
4019,73.875,8,119.9
4020,197.0,2,39.4
4021,205.33333333333334,3,41.8
4022,179.33333333333334,3,86.0
4023,343.0,1,3.4
4024,106.66666666666667,6,142.9
4025,157.25,4,73.82
4027,116.0,2,25.8
4028,152.5,4,156.5
4029,429.0,1,3.2
4030,117.8,5,145.05
4031,120.33333333333333,3,23.0
4032,265.0,2,16.6
4033,224.33333333333334,3,33.7
4034,162.66666666666666,3,44.7
4035,133.5,4,63.6
4036,141.4,5,94.35
4037,151.0,4,76.9
4038,185.0,3,91.6
4039,152.25,4,88.2
4040,137.75,4,87.3
4041,204.66666666666666,3,73.9
4042,117.33333333333333,6,102.35
4043,343.0,1,12.6
4044,137.0,4,148.4
4045,171.75,4,149.91
4046,159.75,4,42.42
4047,317.5,2,32.44
4048,209.0,3,44.75
4049,180.66666666666666,3,174.91
4050,221.0,3,93.5
4051,188.5,2,37.1
4052,296.0,2,24.82
4053,283.0,1,59.5
4054,225.5,2,91.2
4055,645.0,1,47.41
4056,99.83333333333333,6,134.47
4058,345.5,3,78.99
4059,188.33333333333334,3,92.7
4060,151.66666666666666,3,101.9
4061,202.0,3,66.8
4062,398.0,1,4.6
4063,84.5,2,37.8
4064,107.66666666666667,3,83.9
4065,119.33333333333333,6,58.04
4066,176.25,4,75.9
