member_number,Recency,Frequency,Monetary,R,F,M,RFM_Level
2097,218.66666666666663,3,111.27,1,2,3,REGULARS
2098,257.5,2,35.8,1,1,1,NEW
2100,108.33333333333331,6,151.15,4,4,4,ACTIVE
2101,89.25,4,39.6,4,3,1,ACTIVE
2102,105.4,5,108.5,4,3,3,ACTIVE
2103,294.0,1,20.55,1,1,1,NEW
2104,136.5,4,110.4,3,3,3,REGULARS
2105,196.5,2,72.07,2,1,2,REGULARS
2106,141.8,5,56.4,3,3,2,REGULARS
2107,120.16666666666669,6,113.0,3,4,3,REGULARS
2108,156.0,3,60.92,2,2,2,REGULARS
2109,162.25,4,51.9,2,3,2,REGULARS
2110,134.33333333333334,3,81.51,3,2,3,REGULARS
2111,144.75,4,63.51,3,3,2,REGULARS
2112,287.5,2,19.0,1,1,1,NEW
2113,155.66666666666666,3,44.6,2,2,2,REGULARS
2114,165.0,3,33.3,2,2,1,REGULARS
2115,155.66666666666666,3,61.4,2,2,2,REGULARS
2116,342.5,2,12.1,1,1,1,NEW
2117,92.33333333333331,3,146.28,4,2,4,ACTIVE
2118,356.5,2,68.2,1,1,2,REGULARS
2119,180.66666666666663,3,69.2,2,2,2,REGULARS
2120,101.14285714285714,7,180.0,4,4,4,ACTIVE
2121,308.5,2,20.6,1,1,1,NEW
2122,158.25,4,82.16,2,3,3,REGULARS
2123,572.0,1,38.6,1,1,1,NEW
2125,318.5,2,60.9,1,1,2,REGULARS
2126,612.0,1,49.0,1,1,2,REGULARS
2127,141.8,5,95.22,3,3,3,REGULARS
2128,64.4,5,111.23,4,3,3,ACTIVE
2129,120.66666666666669,6,115.91,3,4,4,REGULARS
2131,113.33333333333331,6,90.0,3,4,3,REGULARS
2132,141.0,5,76.2,3,3,3,REGULARS
2133,87.42857142857143,7,169.98,4,4,4,ACTIVE
2134,237.33333333333331,3,69.4,1,2,2,REGULARS
2135,341.5,2,62.8,1,1,2,REGULARS
2136,323.0,1,9.0,1,1,1,NEW
2137,355.0,2,93.3,1,1,3,REGULARS
2138,97.14285714285714,7,221.86,4,4,4,ACTIVE
2139,137.6,5,81.6,3,3,3,REGULARS
2140,225.0,3,22.7,1,2,1,REGULARS
2141,169.25,4,31.0,2,3,1,REGULARS
2142,117.2,5,156.01,3,3,4,REGULARS
2143,126.0,3,49.31,3,2,2,REGULARS
2144,135.2,5,148.6,3,3,4,REGULARS
2145,171.5,2,16.8,2,1,1,REGULARS
2146,193.0,3,72.9,2,2,2,REGULARS
2147,153.75,4,53.61,2,3,2,REGULARS
2148,143.2,5,62.26,3,3,2,REGULARS
2149,162.25,4,93.0,2,3,3,REGULARS
2151,125.6,5,176.95,3,3,4,REGULARS
2152,139.0,5,81.3,3,3,3,REGULARS
2153,342.0,2,17.09,1,1,1,NEW
2154,115.6,5,97.7,3,3,3,REGULARS
2155,143.75,4,40.4,3,3,1,REGULARS
2156,170.75,4,44.2,2,3,2,REGULARS
2157,144.0,4,120.56,3,3,4,REGULARS
2158,277.5,2,56.8,1,1,2,REGULARS
2159,149.33333333333334,3,80.07,3,2,3,REGULARS
2160,119.0,6,126.96,3,4,4,REGULARS
2161,302.5,2,19.92,1,1,1,NEW
2162,215.33333333333331,3,107.51,2,2,3,REGULARS
2164,77.55555555555556,9,155.61,4,4,4,ACTIVE
2165,76.5,6,65.3,4,4,2,ACTIVE
2166,110.5,6,117.76,4,4,4,ACTIVE
2167,72.75,4,122.41,4,3,4,ACTIVE
2168,230.33333333333331,3,40.95,1,2,1,REGULARS
2169,138.6,5,83.41,3,3,3,REGULARS
2170,224.66666666666663,3,94.45,1,2,3,REGULARS
2171,45.66666666666666,6,187.5,4,4,4,ACTIVE
2172,278.5,2,59.8,1,1,2,REGULARS
2173,190.0,2,40.1,2,1,1,REGULARS
2174,241.33333333333331,3,30.8,1,2,1,REGULARS
2175,108.83333333333331,6,102.52,4,4,3,ACTIVE
2176,119.0,5,108.8,3,3,3,REGULARS
2177,183.0,3,43.85,2,2,2,REGULARS
2178,140.6,5,177.1,3,3,4,REGULARS
2179,258.0,1,41.15,1,1,1,NEW
2180,229.5,2,21.1,1,1,1,NEW
2181,211.33333333333331,3,73.6,2,2,2,REGULARS
2183,190.33333333333331,3,45.6,2,2,2,REGULARS
2184,73.75,8,241.86,4,4,4,ACTIVE
2185,159.5,4,69.9,2,3,2,REGULARS
2186,104.5,6,128.26,4,4,4,ACTIVE
2187,165.0,3,37.75,2,2,1,REGULARS
2188,112.0,4,74.75,4,3,2,ACTIVE
2190,115.0,2,39.1,3,1,1,REGULARS
2191,108.5,4,101.67,4,3,3,ACTIVE
2192,202.0,2,27.3,2,1,1,REGULARS
2193,65.81818181818181,11,361.45,4,4,4,ACTIVE
2194,114.4,5,127.91,3,3,4,REGULARS
2195,165.5,4,58.77,2,3,2,REGULARS
2196,137.2,5,103.4,3,3,3,REGULARS
2197,542.0,1,13.8,1,1,1,NEW
2198,507.0,1,22.8,1,1,1,NEW
2199,349.5,2,33.0,1,1,1,NEW
2200,99.0,3,94.9,4,2,3,ACTIVE
2201,173.5,4,117.65,2,3,4,REGULARS
2202,121.16666666666669,6,169.45,3,4,4,REGULARS
2203,186.0,1,64.2,2,1,2,REGULARS
2204,127.4,5,108.6,3,3,3,REGULARS
2205,214.0,2,54.31,2,1,2,REGULARS
2206,184.66666666666663,3,40.5,2,2,1,REGULARS
2207,172.5,4,74.2,2,3,2,REGULARS
2208,153.0,1,95.8,3,1,3,REGULARS
2209,98.4,5,156.4,4,3,4,ACTIVE
2210,73.0,5,277.35,4,3,4,ACTIVE
2211,90.75,4,74.3,4,3,2,ACTIVE
2212,114.0,5,88.4,3,3,3,REGULARS
2213,492.0,1,5.3,1,1,1,NEW
2214,345.0,1,30.6,1,1,1,NEW
2215,99.42857142857144,7,128.8,4,4,4,ACTIVE
2216,43.0,1,24.21,4,1,1,REGULARS
2217,205.0,3,91.05,2,2,3,REGULARS
2218,99.33333333333331,6,80.6,4,4,3,ACTIVE
2219,193.0,3,19.2,2,2,1,REGULARS
2220,178.5,2,28.21,2,1,1,REGULARS
2221,185.66666666666663,3,83.42,2,2,3,REGULARS
2222,97.85714285714286,7,170.95,4,4,4,ACTIVE
2225,114.25,4,82.5,3,3,3,REGULARS
2226,121.33333333333331,6,108.1,3,4,3,REGULARS
2227,103.0,2,27.7,4,1,1,REGULARS
2228,215.5,2,45.66,2,1,2,REGULARS
2229,65.5,8,210.51,4,4,4,ACTIVE
2230,133.5,4,195.91,3,3,4,REGULARS
2231,107.16666666666669,6,109.21,4,4,3,ACTIVE
2232,140.8,5,155.7,3,3,4,REGULARS
2233,153.75,4,86.06,2,3,3,REGULARS
2234,104.33333333333331,6,166.0,4,4,4,ACTIVE
2235,74.33333333333333,6,113.35,4,4,3,ACTIVE
2236,180.5,4,119.72,2,3,4,REGULARS
2237,182.0,4,89.6,2,3,3,REGULARS
2238,181.0,4,105.3,2,3,3,REGULARS
2239,134.0,3,69.41,3,2,2,REGULARS
2240,90.8,5,81.54,4,3,3,ACTIVE
2241,176.75,4,78.9,2,3,3,REGULARS
2242,173.5,4,87.82,2,3,3,REGULARS
2243,113.75,4,74.9,3,3,2,REGULARS
2244,118.33333333333331,6,141.8,3,4,4,REGULARS
2245,169.75,4,98.56,2,3,3,REGULARS
2246,354.0,2,108.3,1,1,3,REGULARS
2247,168.66666666666666,3,68.15,2,2,2,REGULARS
2248,288.0,1,4.4,1,1,1,NEW
2249,171.0,2,55.11,2,1,2,REGULARS
2250,43.5,2,73.4,4,1,2,REGULARS
2251,138.4,5,205.0,3,3,4,REGULARS
2252,110.0,6,134.57,4,4,4,ACTIVE
2253,126.33333333333331,3,34.3,3,2,1,REGULARS
2254,139.8,5,135.7,3,3,4,REGULARS
2255,123.6,5,105.85,3,3,3,REGULARS
2256,128.75,4,85.35,3,3,3,REGULARS
2257,137.75,4,64.9,3,3,2,REGULARS
2258,236.0,3,33.3,1,2,1,REGULARS
2259,234.66666666666663,3,29.75,1,2,1,REGULARS
2260,62.0,3,62.75,4,2,2,ACTIVE
2261,118.0,6,65.51,3,4,2,REGULARS
2262,119.0,4,108.96,3,3,3,REGULARS
2263,181.0,1,39.91,2,1,1,REGULARS
2264,175.33333333333334,3,59.21,2,2,2,REGULARS
2265,66.66666666666667,3,93.85,4,2,3,ACTIVE
2266,243.5,2,86.3,1,1,3,REGULARS
2267,94.66666666666669,6,161.4,4,4,4,ACTIVE
2269,241.33333333333331,3,81.9,1,2,3,REGULARS
2270,62.833333333333336,6,222.42,4,4,4,ACTIVE
2271,63.18181818181818,11,241.8,4,4,4,ACTIVE
2272,95.5,6,142.0,4,4,4,ACTIVE
2273,71.85714285714286,7,89.01,4,4,3,ACTIVE
2274,135.2,5,79.34,3,3,3,REGULARS
2275,112.5,2,33.32,4,1,1,REGULARS
2276,174.33333333333334,3,58.71,2,2,2,REGULARS
2277,219.0,3,89.46,1,2,3,REGULARS
2278,218.33333333333331,3,42.84,1,2,1,REGULARS
2279,242.0,3,90.6,1,2,3,REGULARS
2280,192.0,2,35.5,2,1,1,REGULARS
2281,64.0,1,53.7,4,1,2,REGULARS
2282,233.0,1,57.6,1,1,2,REGULARS
2283,201.5,2,38.42,2,1,1,REGULARS
2284,180.75,4,131.41,2,3,4,REGULARS
2285,271.0,2,26.21,1,1,1,NEW
2286,64.66666666666667,3,99.9,4,2,3,ACTIVE
2287,151.25,4,84.21,3,3,3,REGULARS
2288,110.0,4,83.12,4,3,3,ACTIVE
2289,99.0,7,137.85,4,4,4,ACTIVE
2290,93.0,4,94.2,4,3,3,ACTIVE
2291,128.8,5,97.85,3,3,3,REGULARS
2292,280.0,1,12.4,1,1,1,NEW
2293,79.875,8,140.57,4,4,4,ACTIVE
2294,80.11111111111111,9,205.61,4,4,4,ACTIVE
2295,141.25,4,47.9,3,3,2,REGULARS
2296,566.0,1,5.35,1,1,1,NEW
2297,304.0,1,5.92,1,1,1,NEW
2298,78.375,8,166.8,4,4,4,ACTIVE
2299,211.66666666666663,3,73.47,2,2,2,REGULARS
2300,163.5,4,107.3,2,3,3,REGULARS
2301,154.0,4,39.35,2,3,1,REGULARS
2302,700.0,1,6.0,1,1,1,NEW
2303,232.66666666666663,3,122.6,1,2,4,REGULARS
2304,182.0,1,6.4,2,1,1,REGULARS
2305,146.0,3,102.35,3,2,3,REGULARS
2306,134.4,5,93.54,3,3,3,REGULARS
2307,153.5,4,121.62,2,3,4,REGULARS
2308,313.0,2,28.6,1,1,1,NEW
2309,155.5,4,64.07,2,3,2,REGULARS
2310,162.25,4,137.68,2,3,4,REGULARS
2311,116.16666666666669,6,127.7,3,4,4,REGULARS
2312,171.0,4,74.5,2,3,2,REGULARS
2313,303.5,2,38.54,1,1,1,NEW
2314,137.8,5,67.3,3,3,2,REGULARS
2315,96.85714285714286,7,128.42,4,4,4,ACTIVE
2316,227.0,3,83.17,1,2,3,REGULARS
2318,192.5,2,33.7,2,1,1,REGULARS
2319,210.0,2,84.5,2,1,3,REGULARS
2320,138.6,5,110.91,3,3,3,REGULARS
2321,173.0,4,121.2,2,3,4,REGULARS
2322,355.0,2,24.8,1,1,1,NEW
2323,240.0,2,52.3,1,1,2,REGULARS
2324,208.0,3,41.6,2,2,1,REGULARS
2325,118.16666666666669,6,110.58,3,4,3,REGULARS
2326,55.66666666666666,3,57.3,4,2,2,ACTIVE
2327,71.75,4,78.0,4,3,3,ACTIVE
2328,353.5,2,69.7,1,1,2,REGULARS
2329,290.5,2,30.3,1,1,1,NEW
2330,224.0,2,17.4,1,1,1,NEW
2331,105.16666666666669,6,82.23,4,4,3,ACTIVE
2332,118.83333333333331,6,97.81,3,4,3,REGULARS
2334,347.5,2,27.0,1,1,1,NEW
2335,175.5,2,30.21,2,1,1,REGULARS
2336,175.25,4,120.84,2,3,4,REGULARS
2337,112.16666666666669,6,105.8,4,4,3,ACTIVE
2338,219.66666666666663,3,121.2,1,2,4,REGULARS
2339,175.25,4,110.0,2,3,3,REGULARS
2340,101.71428571428572,7,134.4,4,4,4,ACTIVE
2341,141.2,5,115.02,3,3,3,REGULARS
2342,199.5,2,26.3,2,1,1,REGULARS
2343,158.25,4,37.1,2,3,1,REGULARS
2344,112.66666666666669,6,230.0,3,4,4,REGULARS
2345,142.25,4,51.5,3,3,2,REGULARS
2346,129.6,5,191.9,3,3,4,REGULARS
2347,357.0,2,33.3,1,1,1,NEW
2348,87.5,6,158.92,4,4,4,ACTIVE
2349,93.71428571428572,7,116.32,4,4,4,ACTIVE
2350,318.0,2,10.5,1,1,1,NEW
2351,242.66666666666663,3,62.64,1,2,2,REGULARS
2352,214.33333333333331,3,53.1,2,2,2,REGULARS
2353,177.75,4,50.7,2,3,2,REGULARS
2354,361.5,2,15.3,1,1,1,NEW
2355,142.8,5,89.71,3,3,3,REGULARS
2356,123.6,5,129.0,3,3,4,REGULARS
2357,83.42857142857143,7,165.86,4,4,4,ACTIVE
2358,184.0,3,111.16,2,2,3,REGULARS
2359,108.6,5,101.62,4,3,3,ACTIVE
2360,179.66666666666666,3,73.31,2,2,2,REGULARS
2361,181.25,4,59.9,2,3,2,REGULARS
2362,126.8,5,105.75,3,3,3,REGULARS
2363,98.0,4,156.6,4,3,4,ACTIVE
2364,131.25,4,106.3,3,3,3,REGULARS
2365,115.2,5,158.6,3,3,4,REGULARS
2366,112.25,4,71.5,4,3,2,ACTIVE
2368,49.0,1,53.8,4,1,2,REGULARS
2369,180.5,4,143.5,2,3,4,REGULARS
2370,74.42857142857143,7,178.27,4,4,4,ACTIVE
2371,195.66666666666663,3,56.6,2,2,2,REGULARS
2372,223.0,2,19.6,1,1,1,NEW
2373,495.0,1,10.1,1,1,1,NEW
2374,119.0,5,154.3,3,3,4,REGULARS
2375,129.0,5,138.6,3,3,4,REGULARS
2376,187.66666666666663,3,93.0,2,2,3,REGULARS
2377,342.5,2,35.0,1,1,1,NEW
2378,259.0,1,49.0,1,1,2,REGULARS
2379,192.33333333333331,3,78.5,2,2,3,REGULARS
2380,105.66666666666669,6,177.75,4,4,4,ACTIVE
2381,87.42857142857143,7,165.02,4,4,4,ACTIVE
2383,143.2,5,147.29,3,3,4,REGULARS
2384,357.5,2,32.61,1,1,1,NEW
2386,90.25,4,83.0,4,3,3,ACTIVE
2387,659.0,1,8.1,1,1,1,NEW
2388,169.5,4,60.63,2,3,2,REGULARS
2389,117.0,6,166.19,3,4,4,REGULARS
2390,142.2,5,51.56,3,3,2,REGULARS
2391,118.5,6,100.4,3,4,3,REGULARS
2392,141.0,2,50.8,3,1,2,REGULARS
2393,216.0,3,98.1,1,2,3,REGULARS
2394,67.4,10,221.0,4,4,4,ACTIVE
2395,287.0,2,107.61,1,1,3,REGULARS
2396,125.4,5,79.86,3,3,3,REGULARS
2397,95.0,2,51.94,4,1,2,REGULARS
2398,186.66666666666663,3,26.2,2,2,1,REGULARS
2399,128.8,5,139.3,3,3,4,REGULARS
2400,165.5,4,154.16,2,3,4,REGULARS
2401,134.0,5,111.3,3,3,3,REGULARS
2402,207.66666666666663,3,66.83,2,2,2,REGULARS
2403,156.25,4,142.1,2,3,4,REGULARS
2404,86.8,5,81.3,4,3,3,ACTIVE
2406,94.0,7,110.96,4,4,3,ACTIVE
2407,240.33333333333331,3,76.3,1,2,3,REGULARS
2408,83.0,7,189.94,4,4,4,ACTIVE
2410,129.66666666666666,3,78.0,3,2,3,REGULARS
2411,240.66666666666663,3,48.4,1,2,2,REGULARS
2412,191.5,2,71.3,2,1,2,REGULARS
2413,118.5,6,86.66,3,4,3,REGULARS
2414,574.0,1,21.0,1,1,1,NEW
2415,138.25,4,133.9,3,3,4,REGULARS
2416,227.33333333333331,3,81.6,1,2,3,REGULARS
2417,422.0,1,11.4,1,1,1,NEW
2419,174.0,3,93.8,2,2,3,REGULARS
2420,177.0,3,70.0,2,2,2,REGULARS
2421,97.85714285714286,7,150.3,4,4,4,ACTIVE
2422,70.0,2,62.41,4,1,2,REGULARS
2423,343.0,2,34.8,1,1,1,NEW
2424,215.66666666666663,3,68.1,2,2,2,REGULARS
2425,207.0,2,9.1,2,1,1,REGULARS
2426,71.14285714285714,7,203.52,4,4,4,ACTIVE
2427,124.33333333333331,3,46.15,3,2,2,REGULARS
2428,114.5,6,85.45,3,4,3,REGULARS
2429,184.0,1,33.96,2,1,1,REGULARS
2430,233.66666666666663,3,98.4,1,2,3,REGULARS
2431,142.4,5,82.97,3,3,3,REGULARS
2432,101.42857142857144,7,137.01,4,4,4,ACTIVE
2433,90.14285714285714,7,375.31,4,4,4,ACTIVE
2434,128.66666666666666,3,86.5,3,2,3,REGULARS
2435,139.2,5,157.05,3,3,4,REGULARS
2436,99.5,4,86.6,4,3,3,ACTIVE
2437,134.6,5,134.7,3,3,4,REGULARS
2438,292.0,2,51.61,1,1,2,REGULARS
2439,170.5,4,92.34,2,3,3,REGULARS
2440,77.88888888888889,9,223.3,4,4,4,ACTIVE
2441,95.0,6,73.92,4,4,2,ACTIVE
2442,674.0,1,13.4,1,1,1,NEW
2443,99.14285714285714,7,241.7,4,4,4,ACTIVE
2444,186.33333333333331,3,56.44,2,2,2,REGULARS
2445,155.5,4,87.61,2,3,3,REGULARS
2446,177.5,4,79.8,2,3,3,REGULARS
2447,89.28571428571429,7,204.0,4,4,4,ACTIVE
2448,88.83333333333333,6,74.9,4,4,2,ACTIVE
2449,127.5,4,85.6,3,3,3,REGULARS
2450,172.33333333333334,3,49.7,2,2,2,REGULARS
2451,224.0,3,30.65,1,2,1,REGULARS
2452,226.66666666666663,3,129.16,1,2,4,REGULARS
2453,115.5,6,114.69,3,4,3,REGULARS
2454,76.57142857142857,7,143.1,4,4,4,ACTIVE
2455,316.0,2,45.7,1,1,2,REGULARS
2456,655.0,1,12.5,1,1,1,NEW
2457,179.66666666666666,3,23.0,2,2,1,REGULARS
2458,202.5,2,55.7,2,1,2,REGULARS
2459,223.0,3,100.7,1,2,3,REGULARS
2460,170.25,4,70.7,2,3,2,REGULARS
2461,352.5,2,38.31,1,1,1,NEW
2462,178.0,2,67.78,2,1,2,REGULARS
2463,238.33333333333331,3,19.2,1,2,1,REGULARS
2464,141.75,4,76.7,3,3,3,REGULARS
2465,103.0,2,124.31,4,1,4,REGULARS
2466,175.25,4,150.2,2,3,4,REGULARS
2467,65.83333333333333,6,86.8,4,4,3,ACTIVE
2468,253.0,2,29.8,1,1,1,NEW
2469,140.25,4,104.8,3,3,3,REGULARS
2470,152.0,4,64.31,3,3,2,REGULARS
2471,168.33333333333334,3,57.3,2,2,2,REGULARS
2472,174.25,4,57.1,2,3,2,REGULARS
2473,208.0,2,26.4,2,1,1,REGULARS
2474,324.0,1,11.0,1,1,1,NEW
2475,121.16666666666669,6,126.8,3,4,4,REGULARS
2476,98.6,5,37.85,4,3,1,ACTIVE
2477,212.66666666666663,3,26.9,2,2,1,REGULARS
2478,336.5,2,111.45,1,1,3,REGULARS
2479,134.2,5,40.05,3,3,1,REGULARS
2480,139.4,5,46.7,3,3,2,REGULARS
2481,255.0,2,74.77,1,1,2,REGULARS
2482,708.0,1,6.9,1,1,1,NEW
2483,169.25,4,75.5,2,3,3,REGULARS
2484,130.2,5,136.76,3,3,4,REGULARS
2485,105.33333333333331,3,46.45,4,2,2,ACTIVE
2486,310.0,2,41.15,1,1,1,NEW
2487,139.0,2,18.1,3,1,1,REGULARS
2488,245.5,2,69.5,1,1,2,REGULARS
2489,173.0,4,62.42,2,3,2,REGULARS
2490,214.33333333333331,3,19.92,2,2,1,REGULARS
2492,94.28571428571428,7,210.64,4,4,4,ACTIVE
2493,291.0,2,20.7,1,1,1,NEW
2494,59.75,4,135.8,4,3,4,ACTIVE
2495,174.5,4,83.7,2,3,3,REGULARS
2496,138.5,4,99.36,3,3,3,REGULARS
2497,511.0,1,4.9,1,1,1,NEW
2499,105.6,5,159.22,4,3,4,ACTIVE
2500,119.66666666666669,3,85.55,3,2,3,REGULARS
2501,286.5,2,23.0,1,1,1,NEW
2502,186.66666666666663,3,97.62,2,2,3,REGULARS
2503,325.0,1,63.9,1,1,2,REGULARS
2504,137.6,5,127.71,3,3,4,REGULARS
2505,174.0,4,76.9,2,3,3,REGULARS
2506,167.75,4,56.9,2,3,2,REGULARS
2507,198.0,4,125.6,2,3,4,REGULARS
2508,145.25,4,61.25,3,3,2,REGULARS
2509,125.0,4,105.1,3,3,3,REGULARS
2510,154.75,4,121.8,2,3,4,REGULARS
2511,84.25,8,202.74,4,4,4,ACTIVE
2512,76.33333333333333,6,208.22,4,4,4,ACTIVE
2513,83.5,4,80.3,4,3,3,ACTIVE
2514,242.0,3,81.11,1,2,3,REGULARS
2515,140.4,5,96.29,3,3,3,REGULARS
2516,135.5,2,48.3,3,1,2,REGULARS
2517,74.66666666666667,9,256.26,4,4,4,ACTIVE
2518,99.5,4,100.5,4,3,3,ACTIVE
2519,105.33333333333331,6,99.7,4,4,3,ACTIVE
2520,237.66666666666663,3,34.77,1,2,1,REGULARS
2521,216.0,3,70.2,1,2,2,REGULARS
2522,194.33333333333331,3,49.3,2,2,2,REGULARS
2523,89.0,5,130.06,4,3,4,ACTIVE
2524,63.9,10,235.45,4,4,4,ACTIVE
2525,133.2,5,97.54,3,3,3,REGULARS
2526,345.0,2,21.1,1,1,1,NEW
2527,172.0,2,53.1,2,1,2,REGULARS
2528,218.33333333333331,3,65.31,1,2,2,REGULARS
2530,127.75,4,77.54,3,3,3,REGULARS
2531,360.0,2,57.5,1,1,2,REGULARS
2532,155.0,3,90.76,2,2,3,REGULARS
2533,155.0,3,70.4,2,2,2,REGULARS
2534,114.83333333333331,6,123.52,3,4,4,REGULARS
2535,127.6,5,95.5,3,3,3,REGULARS
2536,229.66666666666663,3,59.3,1,2,2,REGULARS
2537,225.0,3,35.6,1,2,1,REGULARS
2538,223.0,3,43.2,1,2,1,REGULARS
2539,201.0,2,20.6,2,1,1,REGULARS
2540,116.66666666666669,6,132.71,3,4,4,REGULARS
2541,238.33333333333331,3,28.2,1,2,1,REGULARS
2542,242.66666666666663,3,71.0,1,2,2,REGULARS
2543,145.5,4,85.85,3,3,3,REGULARS
2544,179.5,4,74.6,2,3,2,REGULARS
2545,119.16666666666669,6,43.35,3,4,1,REGULARS
2546,287.0,2,37.8,1,1,1,NEW
2547,137.2,5,148.6,3,3,4,REGULARS
2548,145.25,4,63.45,3,3,2,REGULARS
2549,78.57142857142857,7,201.92,4,4,4,ACTIVE
2550,95.85714285714286,7,163.15,4,4,4,ACTIVE
2551,239.33333333333331,3,83.6,1,2,3,REGULARS
2552,135.8,5,119.53,3,3,4,REGULARS
2553,83.66666666666667,6,73.24,4,4,2,ACTIVE
2555,87.57142857142857,7,196.8,4,4,4,ACTIVE
2556,166.0,4,95.8,2,3,3,REGULARS
2557,233.33333333333331,3,58.4,1,2,2,REGULARS
2558,140.0,1,10.6,3,1,1,REGULARS
2559,180.33333333333331,3,72.7,2,2,2,REGULARS
2560,103.33333333333331,6,165.52,4,4,4,ACTIVE
2561,155.0,4,74.85,2,3,2,REGULARS
2562,152.25,4,111.2,3,3,3,REGULARS
2563,89.5,4,98.55,4,3,3,ACTIVE
2564,178.75,4,87.8,2,3,3,REGULARS
2565,152.0,4,75.74,3,3,3,REGULARS
2566,333.0,1,44.92,1,1,2,REGULARS
2567,526.0,1,22.4,1,1,1,NEW
2568,57.71428571428572,7,167.31,4,4,4,ACTIVE
2569,147.33333333333334,3,91.1,3,2,3,REGULARS
2570,134.6,5,86.4,3,3,3,REGULARS
2571,180.33333333333331,3,76.1,2,2,3,REGULARS
2572,217.0,1,39.4,1,1,1,NEW
2573,144.4,5,157.41,3,3,4,REGULARS
2574,107.5,4,98.44,4,3,3,ACTIVE
2575,155.5,2,74.2,2,1,2,REGULARS
2576,269.0,2,52.3,1,1,2,REGULARS
2577,165.5,4,29.45,2,3,1,REGULARS
2578,99.85714285714286,7,155.77,4,4,4,ACTIVE
2579,143.66666666666666,3,92.3,3,2,3,REGULARS
2580,127.2,5,124.01,3,3,4,REGULARS
2581,130.6,5,99.85,3,3,3,REGULARS
2582,149.5,2,143.8,3,1,4,REGULARS
2583,159.0,2,67.51,2,1,2,REGULARS
2584,85.5,8,153.97,4,4,4,ACTIVE
2585,148.0,4,35.4,3,3,1,REGULARS
2586,86.5,2,53.11,4,1,2,REGULARS
2587,85.4,5,84.25,4,3,3,ACTIVE
2588,361.0,2,42.8,1,1,1,NEW
2589,91.28571428571428,7,99.44,4,4,3,ACTIVE
2590,98.0,5,104.51,4,3,3,ACTIVE
2591,242.5,2,6.6,1,1,1,NEW
2592,79.66666666666667,6,141.94,4,4,4,ACTIVE
2593,208.66666666666663,3,41.33,2,2,1,REGULARS
2594,180.75,4,49.3,2,3,2,REGULARS
2595,145.2,5,134.45,3,3,4,REGULARS
2597,99.14285714285714,7,125.25,4,4,4,ACTIVE
2598,49.0,1,59.1,4,1,2,REGULARS
2599,84.25,4,160.1,4,3,4,ACTIVE
2600,76.57142857142857,7,158.9,4,4,4,ACTIVE
2601,111.66666666666669,6,197.0,4,4,4,ACTIVE
2602,121.0,6,145.45,3,4,4,REGULARS
2603,550.0,1,31.86,1,1,1,NEW
2604,127.2,5,103.11,3,3,3,REGULARS
2605,288.0,2,33.35,1,1,1,NEW
2606,239.33333333333331,3,60.71,1,2,2,REGULARS
2607,352.0,2,19.3,1,1,1,NEW
2608,151.75,4,43.4,3,3,1,REGULARS
2609,287.0,2,22.6,1,1,1,NEW
2610,242.66666666666663,3,75.04,1,2,3,REGULARS
2611,227.33333333333331,3,38.35,1,2,1,REGULARS
2612,82.71428571428571,7,149.27,4,4,4,ACTIVE
2613,97.5,6,75.45,4,4,3,ACTIVE
2614,188.0,1,9.0,2,1,1,REGULARS
2615,355.0,2,27.2,1,1,1,NEW
2616,157.5,4,72.0,2,3,2,REGULARS
2617,96.57142857142856,7,126.85,4,4,4,ACTIVE
2618,144.8,5,163.9,3,3,4,REGULARS
2619,239.0,3,43.56,1,2,1,REGULARS
2620,155.0,4,53.55,2,3,2,REGULARS
2621,276.0,2,25.2,1,1,1,NEW
2622,99.33333333333331,3,74.7,4,2,2,ACTIVE
2623,198.66666666666663,3,65.5,2,2,2,REGULARS
2624,111.5,2,61.8,4,1,2,REGULARS
2625,52.7,10,243.06,4,4,4,ACTIVE
2626,342.0,2,39.0,1,1,1,NEW
2627,226.66666666666663,3,42.2,1,2,1,REGULARS
2628,393.0,1,18.0,1,1,1,NEW
2629,122.0,5,178.55,3,3,4,REGULARS
2630,239.33333333333331,3,77.24,1,2,3,REGULARS
2631,226.0,3,30.5,1,2,1,REGULARS
2632,73.55555555555556,9,254.8,4,4,4,ACTIVE
2633,98.83333333333331,6,102.2,4,4,3,ACTIVE
2634,252.0,1,36.9,1,1,1,NEW
2635,101.0,2,67.21,4,1,2,REGULARS
2636,112.5,2,78.0,4,1,3,REGULARS
2637,280.0,2,12.9,1,1,1,NEW
2638,361.5,2,83.4,1,1,3,REGULARS
2639,190.0,3,61.1,2,2,2,REGULARS
2640,252.0,1,4.8,1,1,1,NEW
2641,127.6,5,96.1,3,3,3,REGULARS
2642,240.0,3,43.6,1,2,1,REGULARS
2643,124.6,5,86.56,3,3,3,REGULARS
2644,213.66666666666663,3,43.9,2,2,2,REGULARS
2645,70.25,8,157.6,4,4,4,ACTIVE
2646,144.33333333333334,3,100.6,3,2,3,REGULARS
2648,122.8,5,152.7,3,3,4,REGULARS
2649,170.0,4,85.2,2,3,3,REGULARS
2650,127.0,4,193.72,3,3,4,REGULARS
2651,360.5,2,32.12,1,1,1,NEW
2652,160.66666666666666,3,116.69,2,2,4,REGULARS
2653,123.6,5,77.15,3,3,3,REGULARS
2654,105.33333333333331,6,145.3,4,4,4,ACTIVE
2655,179.5,2,45.76,2,1,2,REGULARS
