member_number,orderId,order_date,total,productName,items,Days
4292,12286,2014-05-16,0.8,brown bread,1,315.0
4153,11733,2014-09-28,1.6,brown bread,2,0.0
3953,11008,2015-05-13,0.8,brown bread,1,0.0
2291,4812,2015-09-20,2.4000000000000004,brown bread,3,101.0
1734,2680,2015-03-20,0.8,brown bread,1,0.0
3747,10233,2015-02-24,2.4000000000000004,brown bread,3,0.0
1422,1537,2015-10-04,1.6,brown bread,2,0.0
4230,12047,2015-03-15,0.8,brown bread,1,0.0
2761,6575,2015-03-02,2.4000000000000004,brown bread,3,0.0
3931,10937,2015-03-08,0.8,brown bread,1,297.0
2439,5357,2015-10-31,0.8,brown bread,1,0.0
2362,5080,2015-11-23,0.8,brown bread,1,0.0
2092,4089,2015-09-04,2.4000000000000004,brown bread,3,0.0
1433,1579,2014-09-22,1.6,brown bread,2,0.0
4504,13098,2014-01-21,0.8,brown bread,1,0.0
1727,2649,2014-08-11,1.6,brown bread,2,0.0
3081,7744,2014-07-18,1.6,brown bread,2,0.0
4434,12837,2014-01-28,1.6,brown bread,2,2.0
2806,6753,2014-03-13,0.8,brown bread,1,0.0
2025,3817,2014-05-31,2.4000000000000004,brown bread,3,96.0
2288,4794,2014-11-25,0.8,brown bread,1,10.0
1877,3247,2014-08-13,2.4000000000000004,brown bread,3,48.0
1489,1789,2014-01-06,0.8,brown bread,1,302.0
1523,1924,2014-11-09,0.8,brown bread,1,0.0
4681,13780,2015-09-11,2.4000000000000004,brown bread,3,0.0
3440,9048,2015-12-21,0.8,brown bread,1,0.0
4519,13155,2015-11-03,2.4000000000000004,brown bread,3,0.0
1777,2859,2015-07-11,1.6,brown bread,2,0.0
3497,9270,2015-06-14,0.8,brown bread,1,0.0
1997,3706,2015-07-21,1.6,brown bread,2,0.0
4546,13263,2015-09-03,0.8,brown bread,1,0.0
1974,3632,2015-05-03,2.4000000000000004,brown bread,3,0.0
1559,2032,2015-10-03,2.4000000000000004,brown bread,3,0.0
1759,2785,2015-09-26,1.6,brown bread,2,0.0
3531,9416,2015-08-29,0.8,brown bread,1,0.0
1183,673,2015-06-12,1.6,brown bread,2,0.0
1698,2556,2015-07-22,1.6,brown bread,2,0.0
4913,14657,2015-08-01,2.4000000000000004,brown bread,3,0.0
3128,7937,2015-08-30,1.6,brown bread,2,0.0
3615,9750,2015-09-02,1.6,brown bread,2,119.0
2240,4622,2015-09-20,1.6,brown bread,2,0.0
1444,1617,2015-10-14,0.8,brown bread,1,0.0
1869,3222,2015-05-16,1.6,brown bread,2,0.0
1466,1690,2014-02-03,2.4000000000000004,brown bread,3,65.0
3308,8592,2014-08-21,1.6,brown bread,2,0.0
3241,8338,2014-01-08,2.4000000000000004,brown bread,3,0.0
2732,6455,2014-01-31,1.6,brown bread,2,26.0
3748,10234,2014-02-16,0.8,brown bread,1,382.0
1268,964,2014-01-30,2.4000000000000004,brown bread,3,0.0
4015,11223,2015-03-27,1.6,brown bread,2,278.0
1136,496,2015-01-03,2.4000000000000004,brown bread,3,163.0
3044,7612,2015-01-05,2.4000000000000004,brown bread,3,0.0
3655,9879,2015-02-16,2.4000000000000004,brown bread,3,0.0
1554,2024,2014-10-27,2.4000000000000004,brown bread,3,206.0
4297,12312,2014-05-30,1.6,brown bread,2,64.0
3737,10189,2014-07-06,1.6,brown bread,2,0.0
1129,471,2014-11-14,0.8,brown bread,1,0.0
4110,11559,2014-01-25,2.4000000000000004,brown bread,3,0.0
4069,11393,2014-08-04,0.8,brown bread,1,6.0
3848,10621,2014-01-04,2.4000000000000004,brown bread,3,12.0
1865,3201,2014-06-06,2.4000000000000004,brown bread,3,422.0
1012,46,2014-06-22,0.8,brown bread,1,278.0
1219,796,2014-10-02,2.4000000000000004,brown bread,3,454.0
3006,7467,2014-01-06,0.8,brown bread,1,165.0
4520,13157,2014-03-01,2.4000000000000004,brown bread,3,22.0
3793,10419,2014-12-10,2.4000000000000004,brown bread,3,43.0
1229,822,2014-07-26,2.4000000000000004,brown bread,3,39.0
3431,9018,2014-07-31,2.4000000000000004,brown bread,3,517.0
4890,14588,2014-11-08,1.6,brown bread,2,0.0
2241,4624,2014-01-22,2.4000000000000004,brown bread,3,0.0
4255,12133,2014-09-29,0.8,brown bread,1,0.0
2905,7092,2014-01-17,0.8,brown bread,1,643.0
2043,3886,2014-02-01,1.6,brown bread,2,2.0
4372,12617,2014-01-30,1.6,brown bread,2,77.0
2573,5855,2014-01-07,1.6,brown bread,2,12.0
2060,3958,2014-05-25,2.4000000000000004,brown bread,3,427.0
3083,7759,2014-09-19,0.8,brown bread,1,0.0
3841,10591,2014-09-27,2.4000000000000004,brown bread,3,127.0
3786,10395,2014-10-21,0.8,brown bread,1,1.0
4783,14187,2015-10-22,24.6,hamburger meat,2,0.0
3058,7667,2015-05-18,24.6,hamburger meat,2,0.0
4391,12691,2015-03-26,12.3,hamburger meat,1,0.0
3827,10538,2015-09-30,36.900000000000006,hamburger meat,3,0.0
4835,14390,2015-02-19,12.3,hamburger meat,1,92.0
2212,4514,2015-08-27,12.3,hamburger meat,1,26.0
2469,5474,2015-09-23,12.3,hamburger meat,1,98.0
3330,8682,2015-07-26,12.3,hamburger meat,1,157.0
2659,6178,2015-06-01,24.6,hamburger meat,2,0.0
3300,8565,2015-10-06,24.6,hamburger meat,2,0.0
3847,10620,2015-12-03,24.6,hamburger meat,2,27.0
3897,10796,2015-05-31,12.3,hamburger meat,1,84.0
4361,12575,2015-09-05,24.6,hamburger meat,2,0.0
1067,246,2015-04-08,12.3,hamburger meat,1,103.0
1807,2982,2015-05-18,36.900000000000006,hamburger meat,3,214.0
3718,10119,2015-05-20,24.6,hamburger meat,2,53.0
3975,11100,2015-02-27,12.3,hamburger meat,1,0.0
2941,7231,2015-10-03,12.3,hamburger meat,1,0.0
1958,3575,2015-07-03,24.6,hamburger meat,2,180.0
4596,13448,2015-04-08,24.6,hamburger meat,2,0.0
2509,5603,2015-07-15,36.900000000000006,hamburger meat,3,0.0
3717,10115,2015-05-30,12.3,hamburger meat,1,214.0
3822,10529,2015-09-25,36.900000000000006,hamburger meat,3,0.0
4697,13862,2015-02-10,24.6,hamburger meat,2,0.0
1053,202,2015-07-09,24.6,hamburger meat,2,174.0
2193,4449,2015-09-03,12.3,hamburger meat,1,27.0
2381,5146,2015-04-01,12.3,hamburger meat,1,46.0
2251,4659,2015-03-29,12.3,hamburger meat,1,0.0
1718,2616,2015-03-11,24.6,hamburger meat,2,3.0
2363,5084,2015-10-25,24.6,hamburger meat,2,0.0
3200,8193,2015-02-11,12.3,hamburger meat,1,0.0
1848,3142,2015-07-06,12.3,hamburger meat,1,0.0
3266,8445,2015-10-25,24.6,hamburger meat,2,0.0
3651,9866,2015-01-24,36.900000000000006,hamburger meat,3,0.0
2394,5194,2015-08-30,24.6,hamburger meat,2,0.0
3469,9155,2015-05-10,12.3,hamburger meat,1,0.0
2758,6560,2015-11-19,24.6,hamburger meat,2,0.0
2369,5102,2015-10-17,12.3,hamburger meat,1,74.0
3591,9654,2015-09-02,24.6,hamburger meat,2,119.0
1900,3349,2015-09-24,12.3,hamburger meat,1,0.0
3119,7902,2015-06-28,36.900000000000006,hamburger meat,3,0.0
4018,11235,2015-04-28,12.3,hamburger meat,1,0.0
2703,6346,2015-03-27,24.6,hamburger meat,2,0.0
2729,6447,2015-07-23,36.900000000000006,hamburger meat,3,63.0
3017,7511,2015-09-22,12.3,hamburger meat,1,6.0
4671,13741,2015-05-30,36.900000000000006,hamburger meat,3,46.0
2426,5299,2015-06-02,12.3,hamburger meat,1,3.0
1893,3321,2015-04-04,36.900000000000006,hamburger meat,3,270.0
4437,12851,2015-06-13,36.900000000000006,hamburger meat,3,0.0
1460,1672,2015-06-24,12.3,hamburger meat,1,0.0
3190,8168,2015-03-28,36.900000000000006,hamburger meat,3,0.0
4482,13011,2015-11-30,12.3,hamburger meat,1,0.0
2226,4557,2015-01-06,24.6,hamburger meat,2,0.0
2511,5613,2015-03-16,36.900000000000006,hamburger meat,3,114.0
3486,9226,2015-01-29,12.3,hamburger meat,1,0.0
4227,12037,2015-08-20,24.6,hamburger meat,2,0.0
3053,7652,2015-12-03,12.3,hamburger meat,1,0.0
4096,11498,2015-06-29,12.3,hamburger meat,1,0.0
4413,12767,2015-10-11,12.3,hamburger meat,1,80.0
4477,12997,2015-02-15,36.900000000000006,hamburger meat,3,0.0
1403,1460,2015-05-16,12.3,hamburger meat,1,228.0
1041,152,2015-04-02,36.900000000000006,hamburger meat,3,0.0
4694,13846,2015-11-18,36.900000000000006,hamburger meat,3,0.0
2379,5133,2015-08-11,36.900000000000006,hamburger meat,3,0.0
3556,9510,2015-09-30,24.6,hamburger meat,2,91.0
1008,33,2015-10-03,24.6,hamburger meat,2,88.0
4157,11753,2015-01-04,36.900000000000006,hamburger meat,3,0.0
2422,5287,2015-08-12,12.3,hamburger meat,1,0.0
2380,5140,2015-10-09,36.900000000000006,hamburger meat,3,82.0
4768,14124,2015-03-13,36.900000000000006,hamburger meat,3,0.0
3084,7763,2015-04-19,24.6,hamburger meat,2,115.0
3692,10034,2015-02-20,36.900000000000006,hamburger meat,3,240.0
3600,9699,2015-11-26,36.900000000000006,hamburger meat,3,0.0
2337,4974,2015-08-15,24.6,hamburger meat,2,137.0
4744,14035,2015-01-20,12.3,hamburger meat,1,221.0
2273,4754,2015-11-27,12.3,hamburger meat,1,33.0
3053,7653,2015-12-25,24.6,hamburger meat,2,0.0
1191,702,2015-08-08,36.900000000000006,hamburger meat,3,0.0
3519,9364,2015-01-28,24.6,hamburger meat,2,0.0
1943,3521,2015-01-07,24.6,hamburger meat,2,0.0
2188,4429,2015-07-28,36.900000000000006,hamburger meat,3,0.0
3879,10741,2015-12-03,36.900000000000006,hamburger meat,3,27.0
4213,11969,2015-08-23,36.900000000000006,hamburger meat,3,0.0
1724,2640,2015-09-09,24.6,hamburger meat,2,0.0
1450,1637,2015-07-08,24.6,hamburger meat,2,0.0
1870,3230,2015-09-09,36.900000000000006,hamburger meat,3,0.0
3245,8349,2015-03-19,36.900000000000006,hamburger meat,3,53.0
3198,8189,2015-06-23,36.900000000000006,hamburger meat,3,0.0
3296,8545,2015-05-22,36.900000000000006,hamburger meat,3,0.0
2115,4165,2015-11-18,24.6,hamburger meat,2,42.0
1515,1899,2015-11-09,12.3,hamburger meat,1,19.0
1894,3324,2015-08-04,12.3,hamburger meat,1,0.0
1444,1617,2015-10-14,36.900000000000006,hamburger meat,3,0.0
4473,12988,2015-06-26,36.900000000000006,hamburger meat,3,0.0
4567,13341,2015-10-02,36.900000000000006,hamburger meat,3,89.0
2756,6548,2015-11-23,12.3,hamburger meat,1,37.0
4699,13871,2015-03-29,24.6,hamburger meat,2,125.0
1965,3599,2015-08-04,36.900000000000006,hamburger meat,3,0.0
2700,6333,2015-05-13,36.900000000000006,hamburger meat,3,0.0
1812,3001,2015-10-14,36.900000000000006,hamburger meat,3,0.0
1182,671,2015-11-29,24.6,hamburger meat,2,0.0
2871,6990,2015-12-20,24.6,hamburger meat,2,10.0
1651,2387,2015-02-22,12.3,hamburger meat,1,0.0
4937,14743,2015-02-14,12.3,hamburger meat,1,0.0
4899,14625,2015-03-13,36.900000000000006,hamburger meat,3,0.0
2656,6170,2015-02-02,12.3,hamburger meat,1,317.0
3133,7953,2015-12-25,36.900000000000006,hamburger meat,3,5.0
1329,1195,2015-05-23,36.900000000000006,hamburger meat,3,221.0
1265,957,2015-01-19,36.900000000000006,hamburger meat,3,0.0
4536,13226,2015-09-13,24.6,hamburger meat,2,108.0
1737,2695,2015-09-05,12.3,hamburger meat,1,116.0
2636,6099,2015-05-19,36.900000000000006,hamburger meat,3,115.0
1959,3579,2015-03-30,24.6,hamburger meat,2,0.0
3962,11049,2015-09-18,12.3,hamburger meat,1,0.0
1182,670,2015-09-01,12.3,hamburger meat,1,0.0
2419,5276,2015-08-22,24.6,hamburger meat,2,0.0
4610,13496,2015-04-19,12.3,hamburger meat,1,0.0
3046,7625,2015-11-18,24.6,hamburger meat,2,0.0
1595,2169,2015-10-05,36.900000000000006,hamburger meat,3,0.0
2532,5699,2015-07-06,36.900000000000006,hamburger meat,3,0.0
1737,2693,2015-05-09,24.6,hamburger meat,2,0.0
4301,12332,2015-05-01,24.6,hamburger meat,2,0.0
3245,8351,2015-05-17,24.6,hamburger meat,2,205.0
4102,11523,2015-11-03,24.6,hamburger meat,2,0.0
2171,4371,2015-09-03,36.900000000000006,hamburger meat,3,0.0
4137,11679,2015-03-07,12.3,hamburger meat,1,0.0
2210,4505,2015-07-09,24.6,hamburger meat,2,0.0
1806,2980,2015-07-06,36.900000000000006,hamburger meat,3,0.0
2208,4497,2015-07-30,24.6,hamburger meat,2,0.0
2799,6722,2015-08-12,36.900000000000006,hamburger meat,3,0.0
2870,6985,2015-02-25,12.3,hamburger meat,1,242.0
2356,5051,2015-02-02,24.6,hamburger meat,2,0.0
4437,12855,2015-10-20,24.6,hamburger meat,2,0.0
4608,13489,2015-01-05,36.900000000000006,hamburger meat,3,0.0
2004,3739,2015-08-21,12.3,hamburger meat,1,0.0
3586,9629,2015-05-02,36.900000000000006,hamburger meat,3,0.0
3472,9165,2015-02-28,36.900000000000006,hamburger meat,3,0.0
1475,1728,2015-03-28,36.900000000000006,hamburger meat,3,264.0
2657,6172,2015-04-01,36.900000000000006,hamburger meat,3,0.0
1757,2778,2015-06-15,24.6,hamburger meat,2,0.0
1855,3168,2015-11-09,12.3,hamburger meat,1,0.0
2814,6787,2015-07-17,24.6,hamburger meat,2,0.0
3942,10972,2014-12-16,12.3,hamburger meat,1,109.0
3127,7930,2014-02-25,24.6,hamburger meat,2,27.0
2515,5629,2014-01-27,24.6,hamburger meat,2,0.0
3224,8287,2014-08-06,36.900000000000006,hamburger meat,3,166.0
3025,7534,2014-01-19,36.900000000000006,hamburger meat,3,457.0
4861,14487,2014-03-23,12.3,hamburger meat,1,0.0
2269,4722,2014-01-05,24.6,hamburger meat,2,141.0
1175,643,2014-01-02,12.3,hamburger meat,1,177.0
3268,8451,2014-01-31,36.900000000000006,hamburger meat,3,93.0
1855,3166,2014-09-26,12.3,hamburger meat,1,214.0
4300,12328,2014-01-28,12.3,hamburger meat,1,246.0
4826,14351,2014-04-14,24.6,hamburger meat,2,0.0
2943,7236,2014-06-30,12.3,hamburger meat,1,73.0
4502,13090,2014-07-27,12.3,hamburger meat,1,0.0
1307,1118,2014-12-15,12.3,hamburger meat,1,0.0
1677,2478,2014-02-21,36.900000000000006,hamburger meat,3,0.0
3680,9980,2014-01-21,24.6,hamburger meat,2,0.0
3248,8369,2014-04-07,24.6,hamburger meat,2,9.0
1372,1350,2014-05-04,12.3,hamburger meat,1,356.0
2484,5524,2014-08-17,12.3,hamburger meat,1,0.0
1942,3519,2014-10-15,24.6,hamburger meat,2,441.0
4661,13692,2014-08-16,36.900000000000006,hamburger meat,3,0.0
4909,14647,2014-07-20,24.6,hamburger meat,2,463.0
1983,3658,2014-05-19,24.6,hamburger meat,2,0.0
4152,11727,2014-12-21,12.3,hamburger meat,1,115.0
2725,6430,2014-01-27,24.6,hamburger meat,2,702.0
2048,3910,2014-10-30,12.3,hamburger meat,1,8.0
4526,13183,2014-08-31,36.900000000000006,hamburger meat,3,0.0
4656,13665,2014-03-02,12.3,hamburger meat,1,0.0
4652,13654,2014-09-11,24.6,hamburger meat,2,0.0
2025,3817,2014-05-31,24.6,hamburger meat,2,0.0
2955,7281,2014-06-07,12.3,hamburger meat,1,64.0
1618,2263,2014-04-08,24.6,hamburger meat,2,36.0
2122,4186,2014-07-05,24.6,hamburger meat,2,73.0
1574,2092,2014-04-25,12.3,hamburger meat,1,53.0
4218,11996,2014-09-15,36.900000000000006,hamburger meat,3,118.0
2205,4488,2014-10-28,12.3,hamburger meat,1,0.0
4569,13342,2014-07-28,36.900000000000006,hamburger meat,3,149.0
2215,4522,2014-09-12,12.3,hamburger meat,1,3.0
3956,11014,2014-05-20,36.900000000000006,hamburger meat,3,0.0
1507,1859,2014-04-04,24.6,hamburger meat,2,50.0
4200,11922,2014-06-23,36.900000000000006,hamburger meat,3,555.0
2533,5702,2014-12-23,36.900000000000006,hamburger meat,3,0.0
1100,357,2014-02-20,24.6,hamburger meat,2,301.0
1259,936,2014-06-10,12.3,hamburger meat,1,14.0
3959,11030,2014-07-05,36.900000000000006,hamburger meat,3,151.0
3533,9420,2014-08-22,36.900000000000006,hamburger meat,3,0.0
2020,3803,2014-04-11,12.3,hamburger meat,1,0.0
1019,78,2014-12-10,36.900000000000006,hamburger meat,3,385.0
1628,2309,2014-11-13,36.900000000000006,hamburger meat,3,84.0
3150,8017,2014-08-11,12.3,hamburger meat,1,0.0
4066,11382,2014-01-24,12.3,hamburger meat,1,195.0
2401,5219,2014-06-25,36.900000000000006,hamburger meat,3,0.0
2081,4047,2014-05-18,12.3,hamburger meat,1,0.0
3924,10910,2014-01-12,12.3,hamburger meat,1,391.0
1443,1610,2014-01-13,36.900000000000006,hamburger meat,3,224.0
2883,7030,2014-05-09,12.3,hamburger meat,1,0.0
1083,296,2014-11-15,36.900000000000006,hamburger meat,3,0.0
1051,181,2014-01-13,12.3,hamburger meat,1,247.0
4015,11220,2014-12-18,24.6,hamburger meat,2,0.0
1065,237,2014-01-23,36.900000000000006,hamburger meat,3,286.0
1907,3372,2014-04-20,24.6,hamburger meat,2,0.0
1954,3565,2014-08-16,24.6,hamburger meat,2,355.0
1542,1982,2014-12-08,12.3,hamburger meat,1,141.0
2847,6890,2014-04-28,12.3,hamburger meat,1,0.0
1094,333,2014-12-11,24.6,hamburger meat,2,27.0
2746,6507,2014-01-17,24.6,hamburger meat,2,0.0
2620,6040,2014-04-19,12.3,hamburger meat,1,20.0
1589,2148,2014-08-27,36.900000000000006,hamburger meat,3,490.0
3898,10799,2014-11-10,36.900000000000006,hamburger meat,3,152.0
2727,6435,2014-01-01,12.3,hamburger meat,1,22.0
4870,14525,2014-02-21,12.3,hamburger meat,1,129.0
1789,2910,2014-01-01,12.3,hamburger meat,1,252.0
3437,9031,2014-04-19,12.3,hamburger meat,1,6.0
4179,11833,2014-08-03,12.3,hamburger meat,1,0.0
3799,10440,2014-05-22,36.900000000000006,hamburger meat,3,0.0
3295,8542,2014-06-07,24.6,hamburger meat,2,0.0
3748,10234,2014-02-16,36.900000000000006,hamburger meat,3,0.0
3068,7706,2014-09-05,24.6,hamburger meat,2,287.0
2863,6956,2014-07-07,36.900000000000006,hamburger meat,3,541.0
2315,4901,2014-06-03,24.6,hamburger meat,2,146.0
3072,7715,2014-11-12,12.3,hamburger meat,1,75.0
2610,5999,2014-01-01,24.6,hamburger meat,2,421.0
1190,693,2014-04-24,36.900000000000006,hamburger meat,3,24.0
1466,1695,2014-07-13,36.900000000000006,hamburger meat,3,41.0
3320,8636,2014-01-21,12.3,hamburger meat,1,0.0
1491,1796,2014-08-04,36.900000000000006,hamburger meat,3,96.0
1653,2396,2014-04-23,24.6,hamburger meat,2,0.0
2952,7271,2014-01-12,36.900000000000006,hamburger meat,3,100.0
4564,13325,2014-10-11,36.900000000000006,hamburger meat,3,0.0
3158,8042,2014-09-03,36.900000000000006,hamburger meat,3,31.0
3435,9027,2014-05-29,24.6,hamburger meat,2,62.0
2830,6828,2014-07-19,36.900000000000006,hamburger meat,3,0.0
4453,12906,2014-01-26,24.6,hamburger meat,2,0.0
1014,58,2014-09-04,24.6,hamburger meat,2,0.0
1408,1476,2014-01-09,12.3,hamburger meat,1,416.0
2257,4684,2014-06-27,12.3,hamburger meat,1,223.0
4101,11514,2014-08-05,24.6,hamburger meat,2,114.0
4077,11424,2014-09-29,36.900000000000006,hamburger meat,3,87.0
2081,4046,2014-02-14,24.6,hamburger meat,2,93.0
4039,11304,2014-05-18,24.6,hamburger meat,2,246.0
3511,9331,2014-08-28,36.900000000000006,hamburger meat,3,0.0
3338,8700,2014-05-26,24.6,hamburger meat,2,176.0
4374,12625,2014-09-19,24.6,hamburger meat,2,0.0
1473,1718,2014-05-01,24.6,hamburger meat,2,0.0
2389,5164,2014-01-27,36.900000000000006,hamburger meat,3,0.0
4685,13798,2014-07-16,36.900000000000006,hamburger meat,3,75.0
3584,9622,2014-11-18,24.6,hamburger meat,2,112.0
4137,11672,2014-06-25,36.900000000000006,hamburger meat,3,0.0
2149,4283,2014-08-16,36.900000000000006,hamburger meat,3,280.0
4960,14839,2014-10-28,12.3,hamburger meat,1,291.0
1814,3004,2014-06-28,24.6,hamburger meat,2,0.0
1304,1106,2014-06-07,24.6,hamburger meat,2,0.0
4722,13959,2014-02-12,36.900000000000006,hamburger meat,3,0.0
4897,14617,2014-09-14,24.6,hamburger meat,2,0.0
1312,1137,2014-12-13,24.6,hamburger meat,2,0.0
4916,14673,2015-03-01,24.6,hamburger meat,2,0.0
4645,13625,2015-12-06,24.6,hamburger meat,2,0.0
4704,13884,2015-08-18,36.900000000000006,hamburger meat,3,1.0
1711,2597,2015-06-18,12.3,hamburger meat,1,0.0
3221,8278,2015-01-13,24.6,hamburger meat,2,0.0
4064,11374,2015-06-05,24.6,hamburger meat,2,0.0
2958,7302,2015-06-14,12.3,hamburger meat,1,0.0
1027,106,2015-05-17,36.900000000000006,hamburger meat,3,227.0
2885,7041,2015-05-15,24.6,hamburger meat,2,0.0
4353,12548,2015-05-25,12.3,hamburger meat,1,0.0
4382,12655,2015-11-13,36.900000000000006,hamburger meat,3,0.0
4778,14154,2015-01-15,24.6,hamburger meat,2,9.0
4616,13516,2015-01-01,36.900000000000006,hamburger meat,3,44.0
4646,13631,2015-06-14,36.900000000000006,hamburger meat,3,0.0
4724,13967,2015-09-03,24.6,hamburger meat,2,0.0
2391,5178,2015-06-22,12.3,hamburger meat,1,0.0
1850,3147,2015-01-11,36.900000000000006,hamburger meat,3,0.0
2868,6975,2015-03-20,12.3,hamburger meat,1,120.0
3742,10211,2015-08-22,36.900000000000006,hamburger meat,3,0.0
1557,2029,2015-08-04,24.6,hamburger meat,2,0.0
3023,7530,2015-05-06,12.3,hamburger meat,1,83.0
4180,11840,2015-09-07,12.3,hamburger meat,1,65.0
1983,3663,2015-07-06,24.6,hamburger meat,2,34.0
1538,1972,2015-03-08,12.3,hamburger meat,1,0.0
4173,11816,2015-05-11,36.900000000000006,hamburger meat,3,0.0
1378,1368,2015-10-12,12.3,hamburger meat,1,0.0
2971,7345,2015-01-27,36.900000000000006,hamburger meat,3,337.0
2590,5927,2015-09-28,36.900000000000006,hamburger meat,3,0.0
4221,12011,2015-02-27,12.3,hamburger meat,1,0.0
4941,14768,2015-01-15,36.900000000000006,hamburger meat,3,0.0
3783,10384,2015-03-08,24.6,hamburger meat,2,0.0
3295,8543,2015-07-28,24.6,hamburger meat,2,0.0
4430,12820,2015-02-22,24.6,hamburger meat,2,0.0
2290,4805,2015-01-12,36.900000000000006,hamburger meat,3,0.0
1051,185,2015-10-12,12.3,hamburger meat,1,0.0
1945,3531,2015-04-30,36.900000000000006,hamburger meat,3,0.0
3504,9301,2015-07-06,24.6,hamburger meat,2,0.0
3055,7661,2015-08-18,36.900000000000006,hamburger meat,3,0.0
1608,2218,2015-02-21,24.6,hamburger meat,2,0.0
2000,3724,2015-08-23,24.6,hamburger meat,2,0.0
2471,5481,2015-08-13,12.3,hamburger meat,1,0.0
1817,3022,2015-08-21,24.6,hamburger meat,2,131.0
1430,1566,2015-02-09,36.900000000000006,hamburger meat,3,207.0
3971,11081,2015-06-17,36.900000000000006,hamburger meat,3,0.0
1783,2885,2015-03-18,36.900000000000006,hamburger meat,3,0.0
4592,13430,2015-08-07,36.900000000000006,hamburger meat,3,123.0
2705,6353,2015-11-16,24.6,hamburger meat,2,44.0
4044,11324,2015-12-01,12.3,hamburger meat,1,0.0
3519,9365,2015-07-30,12.3,hamburger meat,1,0.0
4459,12934,2015-02-08,12.3,hamburger meat,1,0.0
3754,10257,2015-01-22,12.3,hamburger meat,1,0.0
2895,7063,2015-08-14,24.6,hamburger meat,2,0.0
3341,8708,2015-12-15,12.3,hamburger meat,1,0.0
2695,6316,2015-07-04,12.3,hamburger meat,1,0.0
4735,14001,2014-10-10,24.6,hamburger meat,2,173.0
2033,3846,2014-11-29,36.900000000000006,hamburger meat,3,0.0
1542,1980,2014-07-22,24.6,hamburger meat,2,0.0
2659,6176,2014-07-28,36.900000000000006,hamburger meat,3,0.0
1278,1003,2014-09-06,12.3,hamburger meat,1,0.0
4842,14421,2014-10-19,12.3,hamburger meat,1,415.0
1052,193,2014-12-05,12.3,hamburger meat,1,161.0
1281,1016,2014-07-28,24.6,hamburger meat,2,0.0
4495,13060,2014-10-23,12.3,hamburger meat,1,134.0
4126,11628,2014-10-18,36.900000000000006,hamburger meat,3,19.0
1798,2953,2014-10-06,12.3,hamburger meat,1,70.0
3360,8778,2014-04-12,12.3,hamburger meat,1,0.0
1948,3544,2014-11-02,24.6,hamburger meat,2,185.0
4089,11470,2014-03-15,36.900000000000006,hamburger meat,3,3.0
4349,12533,2014-01-29,24.6,hamburger meat,2,0.0
3709,10090,2015-10-26,5.4,root vegetables,3,0.0
1495,1820,2015-01-09,5.4,root vegetables,3,0.0
2507,5594,2015-08-25,3.6,root vegetables,2,127.0
3894,10785,2015-12-13,5.4,root vegetables,3,0.0
1456,1658,2015-09-18,1.8,root vegetables,1,0.0
3822,10527,2015-03-07,5.4,root vegetables,3,81.0
2808,6761,2015-05-05,3.6,root vegetables,2,239.0
1085,301,2015-08-15,3.6,root vegetables,2,0.0
4667,13720,2015-01-12,1.8,root vegetables,1,0.0
1058,218,2015-11-10,5.4,root vegetables,3,0.0
3332,8686,2015-01-31,3.6,root vegetables,2,333.0
3235,8324,2015-12-28,3.6,root vegetables,2,2.0
3929,10928,2015-04-28,1.8,root vegetables,1,93.0
1683,2503,2015-05-26,5.4,root vegetables,3,0.0
2763,6584,2015-02-13,1.8,root vegetables,1,0.0
3313,8619,2015-04-08,1.8,root vegetables,1,0.0
1491,1799,2015-10-17,1.8,root vegetables,1,0.0
2067,3989,2015-08-12,1.8,root vegetables,1,140.0
2857,6935,2015-02-18,5.4,root vegetables,3,0.0
1757,2779,2015-12-23,5.4,root vegetables,3,0.0
3474,9176,2015-08-25,3.6,root vegetables,2,127.0
3523,9383,2015-11-09,1.8,root vegetables,1,0.0
3668,9936,2015-12-18,1.8,root vegetables,1,12.0
3141,7988,2015-07-29,1.8,root vegetables,1,0.0
4640,13603,2015-09-25,1.8,root vegetables,1,0.0
2193,4447,2015-04-08,5.4,root vegetables,3,0.0
1856,3172,2015-10-26,5.4,root vegetables,3,0.0
1753,2764,2015-08-21,5.4,root vegetables,3,0.0
1283,1029,2015-09-22,5.4,root vegetables,3,52.0
4387,12669,2015-02-10,1.8,root vegetables,1,87.0
3587,9635,2015-08-05,5.4,root vegetables,3,147.0
3470,9158,2015-02-19,5.4,root vegetables,3,227.0
3456,9097,2015-06-16,3.6,root vegetables,2,0.0
4254,12130,2015-07-20,1.8,root vegetables,1,25.0
1412,1496,2015-07-05,3.6,root vegetables,2,134.0
4502,13092,2015-11-22,5.4,root vegetables,3,38.0
2561,5816,2015-02-26,3.6,root vegetables,2,174.0
3066,7698,2015-11-30,5.4,root vegetables,3,6.0
2499,5569,2015-11-22,3.6,root vegetables,2,38.0
1819,3029,2015-09-09,3.6,root vegetables,2,63.0
4144,11698,2015-11-06,3.6,root vegetables,2,54.0
1279,1009,2015-07-19,5.4,root vegetables,3,49.0
1190,699,2015-06-11,3.6,root vegetables,2,138.0
3241,8340,2015-09-20,3.6,root vegetables,2,101.0
3801,10448,2015-10-23,5.4,root vegetables,3,68.0
2517,5639,2015-01-28,5.4,root vegetables,3,51.0
1212,772,2015-07-31,1.8,root vegetables,1,0.0
3184,8145,2015-10-24,3.6,root vegetables,2,27.0
